source,target
171521320,51121100760
51121100760,275502247
171534663,51121100761
51121100761,51121100762
51121100762,51121100763
51121100763,915037059
338858845,51121100764
51121100764,51121100765
51121100765,51121100766
51121100766,51121100767
51121100767,51121100768
51121100768,24866859
171521585,51121100769
51121100769,51121100770
51121100770,51121100771
51121100771,51121100772
51121100772,51121100773
51121100773,171521716
171519454,51121100774
51121100774,51121100775
51121100775,51121100776
51121100776,1045496772
915037059,51121100777
51121100777,51121100778
51121100778,915037060
979698922,51121100779
51121100779,51121100780
51121100780,51121100781
51121100781,51121100782
51121100782,51121100783
51121100783,51121100784
51121100784,51121100785
51121100785,243541096
171521588,51121100786
51121100786,171521578
171521588,51121100787
51121100787,51121100788
51121100788,338870088
171519439,51121100789
51121100789,51121100790
51121100790,1045496772
338858462,51121100791
51121100791,171519693
918458223,51121100792
51121100792,918458225
171525503,51121100793
51121100793,51121100794
51121100794,51121100795
51121100795,51121100796
51121100796,51121100797
51121100797,51121100798
51121100798,51121100799
51121100799,275987574
915001479,51121100800
51121100800,51121100801
51121100801,51121100802
51121100802,918459968
338858754,51121100803
51121100803,51121100804
51121100804,51121100805
51121100805,51121100806
51121100806,51121100807
51121100807,51121100808
51121100808,51121100809
51121100809,51121100810
51121100810,51121100811
51121100811,338858756
171521532,51121100812
51121100812,51121100813
51121100813,338858502
917941825,51121100814
51121100814,51121100815
51121100815,51121100816
51121100816,949543206
949543206,51121100817
51121100817,51121100818
51121100818,171520534
1045480225,51121100819
51121100819,1045480226
171520531,51121100820
51121100820,51121100821
51121100821,51121100822
51121100822,917941825
915014425,51121100823
51121100823,51121100824
51121100824,51121100825
51121100825,51121100826
51121100826,51121100827
51121100827,51121100828
51121100828,915014426
1045448569,51121100829
51121100829,51121100830
51121100830,51121100831
51121100831,51121100832
51121100832,51121100833
51121100833,51121100834
51121100834,171520510
24867076,51121100835
51121100835,51121100836
51121100836,51121100837
51121100837,51121100838
51121100838,51121100839
51121100839,51121100840
51121100840,275506467
1045480300,51121100841
51121100841,1045480299
915037453,51121100842
51121100842,51121100843
51121100843,915037454
171527769,51121100844
51121100844,51121100845
51121100845,51121100846
51121100846,915005259
171521521,51121100847
51121100847,51121100848
51121100848,338858502
915020679,51121100849
51121100849,915020678
24867085,51121100850
51121100850,51121100851
51121100851,51121100852
51121100852,948255654
275512930,51121100853
51121100853,275512861
915037453,51121100854
51121100854,51121100855
51121100855,51121100856
51121100856,979703376
171522543,51121100857
51121100857,51121100858
51121100858,51121100859
51121100859,171522537
275512885,51121100860
51121100860,51121100861
51121100861,275512899
275512886,51121100862
51121100862,275512885
275512871,51121100863
51121100863,275512886
275512928,51121100864
51121100864,51121100865
51121100865,275512930
275512871,51121100866
51121100866,51121100867
51121100867,275512930
171522537,51121100868
51121100868,51121100869
51121100869,51121100870
51121100870,51121100871
51121100871,51121100872
51121100872,51121100873
51121100873,51121100874
51121100874,51121100875
51121100875,51121100876
51121100876,51121100877
51121100877,335455715
1045480301,51121100878
51121100878,1045480298
1045480298,51121100879
51121100879,1045479722
275506467,51121100880
51121100880,51121100881
51121100881,51121100882
51121100882,51121100883
51121100883,24867085
24867085,51121100884
51121100884,51121100885
51121100885,171520855
24867098,51121100886
51121100886,51121100887
51121100887,51121100888
51121100888,216603486
275990386,51121100889
51121100889,51121100890
51121100890,51121100891
51121100891,51121100892
51121100892,51121100893
51121100893,275990321
216603486,51121100894
51121100894,51121100895
51121100895,1111486328
335455706,51121100896
51121100896,51121100897
51121100897,335455710
24867084,51121100898
51121100898,51121100899
51121100899,948251687
976096713,51121100900
51121100900,51121100901
51121100901,51121100902
51121100902,976096712
948251687,51121100903
51121100903,275990321
1045496770,51121100904
51121100904,51121100905
51121100905,1045496771
915026687,51121100906
51121100906,51121100907
51121100907,51121100908
51121100908,916273833
24867086,51121100909
51121100909,51121100910
51121100910,51121100911
51121100911,24867184
1111486328,51121100912
51121100912,51121100913
51121100913,51121100914
51121100914,51121100915
51121100915,1111486329
24867086,51121100916
51121100916,51121100917
51121100917,51121100918
51121100918,51121100919
51121100919,51121100920
51121100920,24867084
171521528,51121100921
51121100921,51121100922
51121100922,51121100923
51121100923,51121100924
51121100924,171521532
275990386,51121100925
51121100925,51121100926
51121100926,51121100927
51121100927,51121100928
51121100928,976093693
948255654,51121100929
51121100929,24867086
976095127,51121100930
51121100930,171535694
171519674,51121100931
51121100931,51121100932
51121100932,51121100933
51121100933,51121100934
51121100934,51121100935
51121100935,51121100936
51121100936,171519673
171521585,51121100937
51121100937,51121100938
51121100938,51121100939
51121100939,51121100940
51121100940,171521598
915032615,51121100941
51121100941,51121100942
51121100942,915032616
24867086,51121100943
51121100943,51121100944
51121100944,51121100945
51121100945,243541386
918508170,51121100946
51121100946,171535137
171517970,51121100947
51121100947,51121100948
51121100948,171517962
171517970,51121100949
51121100949,51121100950
51121100950,171517972
171524941,51121100951
51121100951,51121100952
51121100952,51121100953
51121100953,51121100954
51121100954,51121100955
51121100955,51121100956
51121100956,51121100957
51121100957,51121100958
51121100958,51121100959
51121100959,917756031
1060362811,51121100960
51121100960,338858859
1060360341,51121100961
51121100961,1060362810
1060294371,51121100962
51121100962,1060294373
1060360341,51121100963
51121100963,24866905
171521109,51121100964
51121100964,1045488529
171520677,51121100965
51121100965,51121100966
51121100966,848777827
171520677,51121100967
51121100967,51121100968
51121100968,51121100969
51121100969,51121100970
51121100970,51121100971
51121100971,51121100972
51121100972,51121100973
51121100973,51121100974
51121100974,51121100975
51121100975,51121100976
51121100976,51121100977
51121100977,215650738
338858856,51121100978
51121100978,338858857
338858857,51121100979
51121100979,51121100980
51121100980,51121100981
51121100981,1120978503
171520677,51121100982
51121100982,171520664
215650738,51121100983
51121100983,51121100984
51121100984,51121100985
51121100985,51121100986
51121100986,215650740
171520737,51121100987
51121100987,51121100988
51121100988,51121100989
51121100989,215650740
215650747,51121100990
51121100990,51121100991
51121100991,51121100992
51121100992,51121100993
51121100993,171526418
171520664,51121100994
51121100994,51121100995
51121100995,51121100996
51121100996,51121100997
51121100997,51121100998
51121100998,221993702
275507742,51121100999
51121100999,51121101000
51121101000,915016097
171520363,51121101001
51121101001,171520360
1045480303,51121101002
51121101002,51121101003
51121101003,1045480298
215641353,51121101004
51121101004,51121101005
51121101005,51121101006
51121101006,51121101007
51121101007,51121101008
51121101008,51121101009
51121101009,51121101010
51121101010,51121101011
51121101011,51121101012
51121101012,171520360
24866900,51121101013
51121101013,51121101014
51121101014,51121101015
51121101015,1120746883
915026074,51121101016
51121101016,171520587
848777826,51121101017
51121101017,171520674
171520587,51121101018
51121101018,918469869
171520572,51121101019
51121101019,51121101020
51121101020,51121101021
51121101021,51121101022
51121101022,171520579
1045480281,51121101023
51121101023,1045479707
335455115,51121101024
51121101024,51121101025
51121101025,51121101026
51121101026,171520579
24880505,51121101027
51121101027,51121101028
51121101028,915021383
275507742,51121101029
51121101029,215647850
1045479713,51121101030
51121101030,1045479711
24880528,51121101031
51121101031,916256019
335455115,51121101032
51121101032,1045479710
1045479706,51121101033
51121101033,171520577
243541397,51121101034
51121101034,1045480281
171516056,51121101035
51121101035,51121101036
51121101036,51121101037
51121101037,171516067
171523467,51121101038
51121101038,51121101039
51121101039,51121101040
51121101040,51121101041
51121101041,171523490
171519955,51121101042
51121101042,51121101043
51121101043,51121101044
51121101044,171519951
171521396,51121101045
51121101045,1098100284
243541095,51121101046
51121101046,171523490
276016184,51121101047
51121101047,51121101048
51121101048,51121101049
51121101049,51121101050
51121101050,51121101051
51121101051,51121101052
51121101052,51121101053
51121101053,215646789
1045488539,51121101054
51121101054,1060277319
171522186,51121101055
51121101055,51121101056
51121101056,949533570
976093945,51121101057
51121101057,976093944
1045479708,51121101058
51121101058,1045479707
1045479705,51121101059
51121101059,51121101060
51121101060,1045479711
171523490,51121101061
51121101061,51121101062
51121101062,51121101063
51121101063,243541094
171522287,51121101064
51121101064,51121101065
51121101065,51121101066
51121101066,949533570
276016166,51121101067
51121101067,51121101068
51121101068,51121101069
51121101069,51121101070
51121101070,979565961
916275492,51121101071
51121101071,51121101072
51121101072,276016166
976093944,51121101073
51121101073,171522287
171534663,51121101074
51121101074,51121101075
51121101075,51121101076
51121101076,51121101077
51121101077,51121101078
51121101078,916253003
24867187,51121101079
51121101079,51121101080
51121101080,171522102
171522093,51121101081
51121101081,51121101082
51121101082,51121101083
51121101083,171521694
171521397,51121101084
51121101084,171521388
171520744,51121101085
51121101085,51121101086
51121101086,51121101087
51121101087,51121101088
51121101088,51121101089
51121101089,171526422
171523467,51121101090
51121101090,51121101091
51121101091,51121101092
51121101092,171523475
171522149,51121101093
51121101093,171522151
1045488545,51121101094
51121101094,1060277319
171522287,51121101095
51121101095,275506003
171522093,51121101096
