TID,source,target,longitude,latitude
138,275496819,275496785,-80.44544578376961,37.242477891587114
139,1045448560,1045448561,-80.42365102748995,37.18976383777882
140,171511472,171511535,-80.47279392169479,37.02033656178163
141,915023591,171526944,-80.36965877183643,37.21901884689504
142,171528995,171528996,-80.24254,37.16973
143,171515031,918464456,-80.53210059554193,37.208785292605846
144,915037468,915037469,-80.29091,37.188140000000004
145,919845027,914992519,-80.47938704275929,37.05739870896342
146,171530589,171530607,-80.20259,37.11622
147,171528679,171528680,-80.23718862875866,37.098444472158036
148,918455861,915040735,-80.4758,37.24069
149,171521360,171521361,-80.42199001507078,37.23749999167142
150,1103096591,1103096546,-80.4157164922075,37.14670682045161
151,171525045,171525044,-80.37669498323221,37.131580916283035
152,24881575,215646104,-80.24440875950884,37.232809830310096
153,275989254,918508174,-80.37947564034054,37.071997462127854
154,171527246,171527275,-80.34559,37.21986
155,171528344,914987578,-80.26926090354014,37.13642503366654
156,24867213,171522383,-80.38677201297318,37.24767075885555
157,171522162,171522089,-80.40089172090664,37.23433642443335
158,171527921,171527872,-80.274636595426,37.09567862110595
159,171515275,918464463,-80.54956756662708,37.216186948625406
160,24881556,215645490,-80.22140431778358,37.2215807504195
161,24881397,275988041,-80.23568364180917,37.20326205123553
162,1045479690,1045479693,-80.41236223821683,37.21734394241942
163,24866489,1062385671,-80.41475912463272,37.15321942471994
164,914990866,338857611,-80.39694667290372,37.090323987884545
165,335458060,335458083,-80.4207766699946,37.29251714672974
166,24866268,24866246,-80.42386214372355,37.11635377721149
167,275159881,171510667,-80.54430149456572,37.23739160959746
168,171525212,171525216,-80.36187897735195,37.12968461358883
169,171535026,171535137,-80.32078203514983,37.3039215345993
170,171523318,916275132,-80.40819938229399,37.26859120384521
171,171525998,171525944,-80.33505887616258,37.16473392013463
172,171515752,171515778,-80.50273589941742,37.208784168645046
173,24864658,171512393,-80.43860435855387,37.0569887937498
174,335462813,171511666,-80.50283992257,37.04841078371867
175,335459232,335459234,-80.42800078967433,37.103125736429426
176,915009546,918458225,-80.38736705282788,37.11250859520965
177,976094679,976094676,-80.41944876777914,37.251379382364625
178,171534583,171534663,-80.36233360090083,37.27283393102911
179,915014692,915014693,-80.41985705793752,37.04579243481032
180,171511288,916272236,-80.52287676210646,37.07550603263304
181,1045448555,1045448556,-80.43254019372868,37.179055230674685
182,243541277,243541286,-80.43661492436547,37.242015818833984
183,918458213,914997455,-80.4205080961608,37.01582348868485
184,1004420025,171535893,-80.26492078043883,37.324596817758525
185,918464465,914988641,-80.36938262916037,37.05577470518116
186,917380248,917380250,-80.48855,37.10187
187,24866230,171517461,-80.43542024540517,37.162866707567524
188,24864062,919930582,-80.53651256626044,37.05754330347517
189,171509824,24862148,-80.56991582838393,37.09015812997502
190,24880639,215648360,-80.35829789178746,37.24656224425525
191,171529096,171529097,-80.22293239674539,37.1625223967454
192,171515160,171513682,-80.51516536521105,37.164655874532095
193,335455705,171519590,-80.4678745028757,37.242032770243874
194,243541934,275984008,-80.54953,37.16799
195,171521885,171521882,-80.40113754401612,37.22378657578926
196,171525503,275987574,-80.32599340321093,37.10814923453538
197,171531204,171531244,-80.19905,37.203559999999996
198,171519590,171519577,-80.46383,37.24716
199,171518957,275496976,-80.46077,37.18752
200,24879419,952109890,-80.35605712920828,37.02108462360898
201,171535767,171535779,-80.25768404624127,37.26765429306775
202,171517060,171517319,-80.44583938372438,37.15650557606784
203,171517160,848561139,-80.44745367404435,37.14088775708635
204,171524546,171524589,-80.29974112988452,37.07392053926197
205,850872575,850872578,-80.35987066074102,37.14534889765644
206,171531103,915036606,-80.20487860176267,37.17845619866244
207,24866360,171517936,-80.39973515126667,37.121639840771934
208,171524156,914998263,-80.35074,37.0711
209,171526861,171526841,-80.3833380528168,37.21419344516065
210,171511585,915003543,-80.46705425834494,37.029620868680134
211,24865605,851480000,-80.53466210397707,37.17665444099717
212,171520861,171520868,-80.39413409276732,37.19639214510928
213,243542256,335459713,-80.44377689495032,37.07595889416562
214,171518583,171518581,-80.40413278437374,37.136375072153506
215,275984594,275984604,-80.51131026197677,37.12429775528288
216,914994408,914994417,-80.410951245392,37.09338834283905
217,915038675,918466676,-80.27625689253149,37.154441724688475
218,171522537,335455715,-80.45019392252323,37.25694634951225
219,915040491,915040492,-80.38703540480766,37.235774431883435
220,275507420,171527523,-80.32813,37.21356
221,171518987,171518997,-80.46527074418098,37.20609033626127
222,171520355,889535582,-80.40899879471374,37.18515338011054
223,171510089,915031332,-80.6097339168756,37.23157990890987
224,171519739,1045496769,-80.43831029506302,37.21404549832063
225,243541244,275449128,-80.41939793358623,37.2467072959393
226,918459970,916274964,-80.2483,37.280409999999996
227,24866766,171519509,-80.44985146413133,37.22264247437952
228,171518910,171518895,-80.40059661807464,37.16919499054385
229,171535576,275214060,-80.27857983521133,37.29743291537372
230,915018388,171526481,-80.37680007332902,37.17612582064136
231,171514168,979752626,-80.50554684504158,37.13651015216847
232,171526879,979698929,-80.37561202586534,37.226835095208294
233,24863778,918459954,-80.53503083390596,37.00436321487403
234,171530243,171530246,-80.25209385571647,37.218636728826596
235,171523386,915036728,-80.39252320255164,37.26512361936001
236,275505811,222001974,-80.40104980288011,37.19298032731879
237,976097053,976097051,-80.42754000000001,37.148790000000005
238,1135213086,171536104,-80.30972603014402,37.346017944283375
239,918459968,915001479,-80.3457,37.11384
240,171521209,171521119,-80.41636970755643,37.22528708336604
241,171522210,171522208,-80.39906583389043,37.24102320349563
242,914987614,914987618,-80.25179,37.12945
243,171526048,171525645,-80.31799588575059,37.13109590588748
244,171528296,24880825,-80.28865532017815,37.16619703659369
245,848893469,243541986,-80.47658598178188,37.17090932529877
246,171531204,171531244,-80.2086234936264,37.20578371655752
247,915040410,1045448565,-80.41582703162669,37.19955136009073
248,915037796,915037801,-80.45881745601369,37.23637570758121
249,171526301,171525998,-80.32033442273908,37.15785703379681
250,24866179,215656650,-80.43587592080357,37.12717169691595
251,171510423,171510404,-80.5842777438837,37.210388135313515
252,171516276,171516243,-80.48063,37.22574
253,916276353,916276356,-80.5575,37.247009999999996
254,171534835,171534665,-80.34518612049436,37.27037458183482
255,171511326,918464436,-80.49424975134764,37.0205749980866
256,851371183,1062385675,-80.40505017348248,37.151833581148146
257,914987078,914987079,-80.53606428237421,37.087966192823345
258,171521661,171521649,-80.4081705047189,37.23202948924668
259,842907466,171511259,-80.51444710042693,37.04956077502665
260,915005259,918461175,-80.30722382949767,37.11126500147902
261,918265394,171514023,-80.47591,37.09848
262,915036693,171510567,-80.56330689930913,37.223388310588646
263,24866779,275499484,-80.44388384530217,37.225588034377296
264,919928253,916269766,-80.46785430923978,37.004159964751665
265,171510169,848895324,-80.56918364122141,37.196522661800195
266,171518663,171518662,-80.39976059118914,37.14284231454124
267,171531103,915036606,-80.20817421651955,37.18590356596906
268,171535328,915016615,-80.29064,37.284240000000004
269,24880046,24880040,-80.38323791410174,37.133581755924894
270,171535026,915025532,-80.34690495874631,37.297716565564485
271,171514473,171514311,-80.4853983890508,37.142628100792344
272,916277190,916277191,-80.36794372026915,37.28451397130966
273,875149295,875149296,-80.54624855733131,37.115920753611334
274,171528902,171528978,-80.25265017233455,37.16441422942833
275,171529530,171529441,-80.29769662749334,37.225942587750254
276,171522435,171515571,-80.50860837215521,37.25925236344685
277,171524389,914998328,-80.34208000000001,37.07425
278,338857674,338857665,-80.4379339131381,37.16794512837023
279,171519983,171519981,-80.42665173223344,37.23852040926373
280,171531576,171531581,-80.20993873080936,37.23990370218769
281,915001851,915001852,-80.24688791234395,37.10559421980748
282,171520132,171520113,-80.42549,37.17856
283,24866024,335464312,-80.5051257807334,37.19536963123722
284,848632042,918461176,-80.54802140379812,37.02165701912318
285,171517606,171517608,-80.41946702166545,37.111328825613086
286,24864570,171512011,-80.44340925275738,37.03233573258321
287,335463219,275156503,-80.5864030039745,37.242458967076566
288,24880474,24880469,-80.36772833255411,37.1910137939801
289,171516039,171516008,-80.49474521021683,37.219898615606844
290,1045448568,1045479695,-80.41917085826036,37.212407885852954
291,335463492,335463494,-80.42421999999999,37.20084
292,171522719,171522717,-80.4378,37.26021
293,171522383,275500067,-80.38141769913224,37.250486553670676
294,196987051,196987034,-80.3701717068958,37.131861789190395
295,215647870,216610567,-80.36368906884722,37.20604829980045
296,243542150,275985725,-80.45065597666175,37.11471835709494
297,171530537,171530549,-80.21626838942728,37.1036740635236
298,275506425,171521938,-80.3991842031606,37.21419162209081
299,24866314,171525486,-80.35403680783173,37.09915488066521
300,171528302,171526182,-80.28498515999992,37.13080951016634
301,24880604,171527092,-80.36817257098352,37.243612483692225
302,171513638,915040275,-80.51226650550572,37.1527380309964
303,216598741,915013443,-80.51882081648556,37.1010341457788
304,851480000,24865973,-80.53047,37.182809999999996
305,915018388,171526481,-80.37356341760534,37.18047022067651
306,338869911,171519367,-80.4523413327363,37.21287063492225
307,275987863,275987864,-80.2113,37.224340000000005
308,24879728,914981017,-80.34096398666387,37.03780376674309
309,171523967,171523921,-80.3808,37.05314
310,171524731,171518057,-80.38915093331383,37.126774149895034
311,215648577,915025254,-80.35557083471679,37.25893085806187
312,171518262,964804446,-80.41341802427092,37.13877525575349
313,171512982,171512985,-80.3945652986518,37.066998159280956
314,335458911,335458912,-80.26936719453347,37.24731977712101
315,916282551,171535100,-80.38781977263709,37.3173744525852
316,171510184,171510054,-80.59251552317333,37.21501177827106
317,171511811,216601566,-80.48091766355724,37.07470388445007
318,24880762,171527758,-80.28273,37.10852
319,24880273,171525866,-80.3322556571445,37.13932997962814
320,171520858,171520971,-80.39431566011172,37.210079721117324
321,24870077,338841049,-80.41545,37.26504
322,914992488,914992487,-80.46371231958486,37.05220237470322
323,171530148,171529395,-80.259651201504,37.19772703455255
324,171516276,171516243,-80.47634119137498,37.22247491330756
325,24884783,171535026,-80.33484822483987,37.29324359773247
326,171517000,171516979,-80.4625171873057,37.16348497763602
327,979687306,979687307,-80.3129403708161,37.12589920169672
328,24865474,24865463,-80.50398905624664,37.09573898257285
329,171519024,171519060,-80.45129189060167,37.202999679517745
330,171517495,914989320,-80.42282357168754,37.092919652335475
331,916273018,243542010,-80.52369845638793,37.170273422909496
332,171527405,171529121,-80.3062591082592,37.175315041100625
333,917773880,171536298,-80.22045053045952,37.26214508631246
334,275174427,275174429,-80.42664887630171,37.277286836944455
335,171534853,957598842,-80.32440507236481,37.25924895853353
336,171522435,171515571,-80.50369981432291,37.261518246912345
337,171512530,171512640,-80.4099958518081,37.020662889147665
338,274783645,171510928,-80.54866,37.01645
339,976095127,976095128,-80.27682564306639,37.313166866533955
340,851472965,950302550,-80.42721756911915,37.15371310412619
341,24864632,216616301,-80.4508524793651,37.07624891082168
342,171522435,215640377,-80.48371508138843,37.279676707076945
343,918547791,914979212,-80.28428001761056,37.08956421004199
344,915026292,915026293,-80.25390874024734,37.17324267981333
345,171521775,275500981,-80.40790606430099,37.25054735129472
346,171516067,171516365,-80.47903569724153,37.23566719539042
347,171517160,848561139,-80.4432393896111,37.135856075672386
348,914983859,914983868,-80.5605610436912,37.03951597894919
349,916271704,916271705,-80.43333304289712,37.1134087423398
350,338858973,243541801,-80.52219372149698,37.22636808227792
351,851480951,952107868,-80.41323032614434,37.25423532442167
352,24880841,171528752,-80.26363228047443,37.13084917890154
353,171521514,171521524,-80.42414505691985,37.24833366122364
354,171519612,171519627,-80.44688317723453,37.23321117757659
355,916276982,171529617,-80.29363073473795,37.2494667658703
356,24864191,918466669,-80.51062184469886,37.074993369102
357,171516907,171514473,-80.46082844635237,37.144413663537186
358,916270663,916270664,-80.51499527932272,37.01523981342368
359,171515934,171515482,-80.51209373897309,37.214155698943586
360,335461847,916276302,-80.23085,37.19549
361,916282551,171522919,-80.42518480535828,37.30262802917138
362,24866355,171517945,-80.40428349431652,37.12792667812631
363,222001679,222001739,-80.41311,37.15951
364,24881271,918466679,-80.27657173147036,37.22854050845851
365,171517647,171517648,-80.42136554094603,37.1276397229527
366,915043449,335458134,-80.39759689562912,37.2784185530259
367,171525117,171525159,-80.37158000000001,37.140609999999995
368,171528795,915038970,-80.24932222411196,37.14287620592665
369,171534460,918508176,-80.38281593917485,37.26410593184471
370,171524810,918459968,-80.36128894227163,37.11351398925103
371,915039335,275507977,-80.321,37.23462
372,916269111,916269112,-80.30807414949395,37.09214210382734
373,171525944,915021383,-80.3530772287908,37.18212202913857
374,915020171,915020172,-80.349605414803,37.21115755458371
375,171522048,171522052,-80.39424311216241,37.22254213006768
376,243540869,914988928,-80.54945,37.08473
377,276016166,979565961,-80.49530535441843,37.23637168552174
378,24864010,918469866,-80.52413860174232,37.0453608699808
379,915023461,915023569,-80.2931818890405,37.21239967546538
380,171519955,171519951,-80.42791587974868,37.234733452823086
381,915036572,915036517,-80.41327897788342,37.18294783104545
382,979698922,243541096,-80.38012176096274,37.274226451182265
383,24881474,215646104,-80.25313670338693,37.23531386060381
384,275984008,171514676,-80.54585,37.17468
385,171525861,171525857,-80.3358339296401,37.1473541603354
386,171520277,1045448562,-80.41859927247398,37.189361935877095
387,171515786,171515797,-80.49369259413078,37.20630572000824
388,918466687,916254717,-80.47964310347683,37.0367430617404
389,171511666,918464439,-80.49441132085238,37.05126986658329
390,171518910,914964964,-80.39615314800444,37.16816945800997
391,171522751,171522752,-80.44609,37.26931
392,221975732,948259920,-80.40501622866962,37.19459590017184
393,171521619,171521604,-80.41466195984097,37.23224927760934
394,219464603,171521697,-80.40747210465865,37.24070775541457
395,914977239,914977470,-80.4775015957866,36.99944058588283
396,171519674,915020678,-80.45224970801111,37.249372518633564
397,171517566,171517841,-80.39811,37.09697
398,275975502,275975503,-80.42456999999999,37.16964
399,171514011,915005244,-80.47931525147008,37.109640623645795
400,171524156,919490830,-80.34223776499978,37.067100005584074
401,171515031,335464594,-80.54417994568968,37.20732014170667
402,915017053,915017057,-80.36825999999999,37.29809
403,24880234,24880241,-80.35369941256002,37.13982612199473
404,1135213086,1135213088,-80.32154481416782,37.353006143048454
405,24880019,215643468,-80.38047468894243,37.10753091299484
406,275986784,918466683,-80.42519,37.08043
407,24884738,171534867,-80.34084792067569,37.26117557906707
408,171526155,24880354,-80.31374270106645,37.148692684139554
409,917773879,917773880,-80.23552640890216,37.244898232177626
410,914987187,916269796,-80.3065801198553,37.06343182992597
411,275984724,171514259,-80.49131383933637,37.130159311363535
412,915011656,171513176,-80.53398630768683,37.104579601194764
413,1111486325,1111486326,-80.42403119888901,37.1855600549949
414,918466678,915008517,-80.37993783305001,37.0779032086063
415,915014346,171511063,-80.54013797036913,37.03529645428092
416,171510567,171510590,-80.56272,37.229620000000004
417,171517389,328012379,-80.43556469374313,37.15311924187553
418,171520569,1045479720,-80.41015830187362,37.20123577297914
419,171512057,171512036,-80.44394792436569,37.026192487653276
420,171520017,275450849,-80.4332008312988,37.24938357468938
421,171514548,171514553,-80.48647393404406,37.15676720612448
422,918466671,914989317,-80.28949273326153,37.095279613606195
423,171535026,171535137,-80.32711616014112,37.30218380899563
424,917756032,171525581,-80.329,37.127790000000005
425,171535391,915029005,-80.26782321570845,37.26464722472752
426,171512360,171512390,-80.42137388636355,37.05296595300635
427,171527769,914991682,-80.3005,37.12617
428,1045448566,1045506953,-80.4208347732518,37.204801743001944
429,1045593882,1045593883,-80.47090218773371,37.2838595650575
430,171525944,915021398,-80.33814543313513,37.17672355148047
431,171517350,171517366,-80.44152884471092,37.16771815265307
432,171518114,914991667,-80.4183754614265,37.135570881125666
433,275506532,171521166,-80.40758406326589,37.212690172945244
434,171518915,24866698,-80.3913478088198,37.15508031991631
435,922324470,922324475,-80.38503480885174,37.139767120852326
436,171525470,918464452,-80.33530418117643,37.09510094429134
437,171521191,907343436,-80.40598,37.2172
438,914992329,914992328,-80.51111,37.01328
439,275173956,24870094,-80.41906999999999,37.27561
440,215652439,979704822,-80.36059872639528,37.13529878976081
441,335456558,24866803,-80.43995,37.2232
442,171519003,171518987,-80.4604532615122,37.20512149471269
443,335461848,976137025,-80.23632481961623,37.19572214249581
444,215652756,275501078,-80.42462457145484,37.242907760051466
445,976093874,976093876,-80.40214135823655,37.25555206446648
446,335455493,335455521,-80.39384930585183,37.237271048579686
447,24880700,335458701,-80.32103078211303,37.197697531371055
448,916282551,171535100,-80.3439268331628,37.33140537848858
449,171513792,216600992,-80.49294762874813,37.09029090080483
450,171516889,171516875,-80.45250217158794,37.1307630443918
451,171522066,171522061,-80.3912917482095,37.22417726895962
452,171510846,919928254,-80.48584536751179,36.99434701249095
453,1060286991,1060286992,-80.43308264486822,37.23380932836797
454,335463346,243541009,-80.45546999999999,37.27101
455,171535328,915016615,-80.29064,37.284240000000004
456,275499218,171519433,-80.4480772747152,37.213969781540406
457,914993038,914992999,-80.43636911331052,37.135892943809054
458,171518957,275496976,-80.45220811571616,37.18824203050272
459,171524546,171524589,-80.29263518066551,37.07422853706094
460,1135213086,171536104,-80.30374626597555,37.34909582720426
461,918461179,915030419,-80.29606370226583,37.176530419977304
462,171529589,171529569,-80.30195986401182,37.24359638414835
463,171511657,171511685,-80.49535999999999,37.060559999999995
464,171519325,916275298,-80.4643664081675,37.2213135412189
465,914822714,914822370,-80.37197526730583,37.10652426222901
466,24865605,851480000,-80.53254753884939,37.17975940463356
467,171515628,171515632,-80.49932430814998,37.17635828805565
468,171527015,915024003,-80.37700114156999,37.2405833296221
469,24867100,171520988,-80.38970689097529,37.2011721839158
470,222001712,221977840,-80.40966252698675,37.1526135674209
471,171528823,918458221,-80.24247155224222,37.156755145837685
472,171529266,171529271,-80.27380905737682,37.17191522298583
473,915037610,171526504,-80.38221,37.19461
474,243541981,171515167,-80.50850424159813,37.17026477838341
475,171511895,979688785,-80.47282371602914,37.07502898910264
476,915003287,915003288,-80.50703295196803,37.02645403563062
477,914992655,919930587,-80.25137616586832,37.09491000146261
478,243541934,275984008,-80.54064451758475,37.1699860751966
479,274373592,919930581,-80.38257755790427,37.025179099553505
480,171518128,171518146,-80.42259970670158,37.14320894783063
481,275450849,171522779,-80.42824,37.25196
482,275507773,338857256,-80.36773545054189,37.194774155732354
483,171520126,171520111,-80.42274700343552,37.175771950025975
484,338858715,338858727,-80.44237502529802,37.27309886852789
485,917756032,171525581,-80.33337605262543,37.126936311045206
486,171517810,338870889,-80.40865694843508,37.12496789397494
487,216616792,171525748,-80.34619149727993,37.138415059332544
488,219464685,196987500,-80.36923,37.12697
489,24884783,171535026,-80.31452148206077,37.276998261502165
490,335455651,915016407,-80.4502823269841,37.241909752629084
491,915026558,915026559,-80.37774,37.21228
492,851480000,24865973,-80.52902704238358,37.18369459575615
493,171535694,918508170,-80.27638440573253,37.3194083017972
494,24884783,275213877,-80.32041441008836,37.267943647561076
495,171510379,171510555,-80.55978,37.21413
496,171535694,918508170,-80.29922187258478,37.31110841645613
497,171524498,918459957,-80.31748310518203,37.070733996131274
498,171518823,275973102,-80.37965,37.14757
499,171511476,918466695,-80.48174111059909,37.01173592021802
500,1061991084,1061991085,-80.39051088953238,37.13848818754667
501,976093249,1045496770,-80.43814837737025,37.21081322860463
502,275985731,243542138,-80.4479,37.1159
503,171531670,171531786,-80.19063,37.23008
504,915025255,915025256,-80.36171,37.26128
505,24880924,24880919,-80.26002656383628,37.11334133934581
506,24866698,915018388,-80.38706827871466,37.161428638835396
507,171523395,915038052,-80.38811354512794,37.271491458931706
508,171517523,171517548,-80.41357440311785,37.09588797251012
509,171531128,243540730,-80.2051,37.191720000000004
510,171519264,171519294,-80.42687490152936,37.193166346562705
511,335454386,1025062732,-80.42394,37.256370000000004
512,915023613,915023614,-80.38752102987588,37.21725821047219
513,916282551,171522919,-80.43792691041561,37.297458389173215
514,215647972,216610569,-80.36356404025203,37.23242032892888
515,171520862,171520863,-80.39166532492283,37.190871456534694
516,979688776,979688777,-80.34436633523262,37.08936366476739
517,1045448553,1045448554,-80.43082800828623,37.17227734873726
518,215649360,215649380,-80.39167319900027,37.245231171700674
519,215648577,215648360,-80.35453573162539,37.24947335965501
520,171513838,171514035,-80.4971161463239,37.1120962330913
521,918464463,915019962,-80.5497100770431,37.22453592129816
522,851479994,851479993,-80.47592678130967,37.214957699631114
523,171514409,171514414,-80.48916313895944,37.163905612404335
524,171517321,171517323,-80.44009171634085,37.149081869561016
525,24880515,243540553,-80.34247869366214,37.189924802754945
526,171531204,171531244,-80.20424635788613,37.20476700211658
527,914981018,914981022,-80.33229744110486,37.04239753465698
528,275984664,275984663,-80.50118,37.12713
529,171516073,171515512,-80.51732,37.23914
530,918469868,918469869,-80.40340746617298,37.178069375983924
