State,County,Latitude,Longitude
Georgia,White County,34.643677,-83.74371
Georgia,Whitfield County,34.801726,-84.96854
Georgia,Wilcox County,31.962717,-83.43826
Georgia,Wilkes County,33.77904,-82.74792
Georgia,Wilkinson County,32.804321,-83.17558
Georgia,Worth County,31.551773,-83.84996
Hawaii,Hawaii County,19.597764,-155.50244
Hawaii,Honolulu County,21.461364,-158.20197
Hawaii,Kalawao County,21.218764,-156.97401
Hawaii,Kauai County,22.012038,-159.70596
Hawaii,Maui County,20.855931,-156.60155
Idaho,Ada County,43.447861,-116.24445
Idaho,Adams County,44.884583,-116.43187
Idaho,Bannock County,42.692939,-112.22898
Idaho,Bear Lake County,42.285833,-111.32744
Idaho,Benewah County,47.218451,-116.63354
Idaho,Bingham County,43.216357,-112.3992
Idaho,Blaine County,43.394482,-113.95529
Idaho,Boise County,43.987275,-115.71511
Idaho,Bonner County,48.312512,-116.59694
Idaho,Bonneville County,43.395171,-111.62187
Idaho,Boundary County,48.773065,-116.52461
Idaho,Butte County,43.6851,-113.17762
Idaho,Camas County,43.463396,-114.80442
Idaho,Canyon County,43.623051,-116.70852
Idaho,Caribou County,42.786273,-111.54417
Idaho,Cassia County,42.288635,-113.60549
Idaho,Clark County,44.286251,-112.36112
Idaho,Clearwater County,46.67257,-115.6535
Idaho,Custer County,44.273341,-114.25225
Idaho,Elmore County,43.394826,-115.47075
Idaho,Franklin County,42.173589,-111.82295
Idaho,Fremont County,44.218091,-111.48442
Idaho,Gem County,44.061473,-116.39878
Idaho,Gooding County,42.973185,-114.82142
Idaho,Idaho County,45.849237,-115.46737
Idaho,Jefferson County,43.796965,-112.31858
Idaho,Jerome County,42.691172,-114.263
Idaho,Kootenai County,47.677113,-116.69491
Idaho,Latah County,46.81892,-116.73097
Idaho,Lemhi County,44.928789,-113.88784
Idaho,Lewis County,46.236328,-116.42376
Idaho,Lincoln County,42.986181,-114.15389
Idaho,Madison County,43.789709,-111.65655
Idaho,Minidoka County,42.856937,-113.64001
Idaho,Nez Perce County,46.333766,-116.7609
Idaho,Oneida County,42.18389,-112.52046
Idaho,Owyhee County,42.593063,-116.14265
Idaho,Payette County,44.00274,-116.74865
Idaho,Power County,42.694126,-112.8444
Idaho,Shoshone County,47.347694,-115.88509
Idaho,Teton County,43.760994,-111.21176
Idaho,Twin Falls County,42.352309,-114.66563
Idaho,Valley County,44.771532,-115.63787
Idaho,Washington County,44.448213,-116.79783
Illinois,Adams County,39.986053,-91.19496
Illinois,Alexander County,37.183683,-89.3495
Illinois,Bond County,38.885924,-89.43659
Illinois,Boone County,42.318983,-88.82429
Illinois,Brown County,39.962069,-90.75031
Illinois,Bureau County,41.401304,-89.52837
Illinois,Calhoun County,39.164262,-90.66629
Illinois,Carroll County,42.059084,-89.92648
Illinois,Cass County,39.969202,-90.2457
Illinois,Champaign County,40.13915,-88.1972
Illinois,Christian County,39.545524,-89.27959
Illinois,Clark County,39.332364,-87.79168
Illinois,Clay County,38.747312,-88.48378
Illinois,Clinton County,38.606423,-89.42313
Illinois,Coles County,39.51368,-88.22078
Illinois,Cook County,41.894294,-87.64545
Illinois,Crawford County,39.00373,-87.75717
Illinois,Cumberland County,39.273121,-88.24061
Illinois,DeKalb County,41.894613,-88.76899
Illinois,De Witt County,40.181499,-88.90185
Illinois,Douglas County,39.766078,-88.22286
Illinois,DuPage County,41.852058,-88.08603
Illinois,Edgar County,39.679037,-87.74711
Illinois,Edwards County,38.417095,-88.04794
Illinois,Effingham County,39.047694,-88.59278
Illinois,Fayette County,39.001125,-89.01792
Illinois,Ford County,40.594423,-88.22474
Illinois,Franklin County,37.991848,-88.92624
Illinois,Fulton County,40.465688,-90.20679
Illinois,Gallatin County,37.768677,-88.22796
Illinois,Greene County,39.355444,-90.38775
Illinois,Grundy County,41.29241,-88.40105
Illinois,Hamilton County,38.085226,-88.539
Illinois,Hancock County,40.405792,-91.16798
Illinois,Hardin County,37.517852,-88.26614
Illinois,Henderson County,40.815141,-90.93848
Illinois,Henry County,41.350021,-90.13083
Illinois,Iroquois County,40.748867,-87.8336
Illinois,Jackson County,37.786096,-89.38121
Illinois,Jasper County,39.004874,-88.15076
Illinois,Jefferson County,38.30078,-88.92421
