Line_ID,Voltage,Line_Length_Meters
332,-999999,12335.68852
333,-999999,3562.205919
334,69,432.4671102
335,-999999,8482.935663
336,-999999,8768.166062
337,-999999,612.0610888
338,-999999,42.69303697
339,69,3238.648981
340,-999999,9882.681848
341,-999999,1386.800991
342,161,12513.48647
343,115,44084.11811
344,138,296.9137856
346,-999999,9136.800157
347,115,36304.94579
348,-999999,1863.108241
349,-999999,165.908144
350,138,28574.87832
351,230,22352.6644
352,115,12112.71595
353,34.5,20697.80696
354,-999999,22792.47792
355,-999999,7917.073158
356,69,5654.834512
357,230,17850.75493
358,161,4180.005927
359,138,17005.87659
360,115,22224.74545
361,-999999,17473.86233
362,115,71611.82165
363,-999999,8899.62605
364,115,73.26850346
365,100,38.07162484
366,230,15123.93698
367,-999999,8044.964889
368,115,900.5680691
369,-999999,2047.764197
370,115,446.2917714
371,69,12280.80435
372,69,448.6346793
373,69,15510.79844
374,-999999,64.02913605
375,-999999,6315.690913
376,161,2758.755192
378,115,9328.264515
379,-999999,14266.25231
381,138,7984.884281
382,-999999,7205.885249
383,-999999,10722.59951
384,115,2142.513131
385,500,36437.01161
386,-999999,7981.259892
387,115,4637.169806
388,-999999,4668.776661
389,-999999,2365.59929
390,-999999,63680.09181
392,161,3746.072845
393,-999999,2122.680475
394,115,1730.415293
395,230,5200.825465
396,230,17947.90435
397,138,117.5095836
398,-999999,4747.447707
399,100,442.8863163
400,69,1093.867282
401,115,14859.50063
402,100,7518.800332
403,230,99829.6398
404,115,7561.329597
405,-999999,37166.99302
406,69,18865.93069
407,138,154.2724568
408,-999999,29712.65316
409,-999999,5939.890229
410,100,18162.96654
411,138,4456.364573
412,115,4075.249459
413,138,2736.196273
414,-999999,1071.285079
415,161,5262.351747
416,69,3358.090443
417,230,58170.29471
418,161,29447.03401
419,115,10545.52919
420,-999999,25.44955107
421,115,41.28267506
422,115,49515.43846
423,-999999,2898.241905
424,-999999,5555.274467
425,345,6701.477334
426,115,5283.520386
427,-999999,43.975909
428,138,1503.73536
429,-999999,186.7082229
430,138,62406.87511
431,-999999,8.359982442
432,69,72.49601651
433,-999999,5450.730338
434,230,16717.47495
437,115,150.2880902
438,138,49662.47484
439,115,5513.986697
440,138,7107.486364
441,115,1217.027587
442,161,31569.29809
443,-999999,25.43970025
444,69,2568.134493
445,230,19583.34653
446,-999999,9958.241059
449,161,3641.997654
450,-999999,133.009205
451,138,32626.40842
452,-999999,326.3269457
454,230,10896.20035
455,138,9030.897652
456,69,19908.23248
457,138,1494.656054
458,115,1821.069247
459,230,19795.92639
460,-999999,75.11010157
461,138,26144.65477
462,115,25800.30299
463,-999999,512.6981781
464,115,4611.407348
465,230,117314.5531
466,-999999,8462.127893
467,230,26515.99407
468,69,9640.648253
469,161,573.4245708
470,115,102.9145367
471,69,8129.215596
473,69,14991.08217
474,115,2293.014679
475,115,519.461237
476,-999999,29310.5928
477,161,10802.68177
478,-999999,109.8987165
479,138,28574.70075
480,-999999,9651.401609
481,115,4868.361776
482,-999999,281.066483
483,100,2260.516102
484,138,6332.012316
487,-999999,312.1275695
488,138,10327.42142
489,115,27379.16159
490,-999999,39.158412
491,230,65901.42516
492,-999999,104.0906328
493,69,17028.16258
494,115,79.52341556
495,230,54922.45448
496,100,19626.61542
497,-999999,3219.788921
498,345,68122.40866
499,138,22831.73774
501,-999999,1681.637334
502,-999999,18.11072145
503,230,22371.3384
504,-999999,17593.41376
505,-999999,64.0697405
506,138,9443.604165
507,138,1848.460617
508,115,2392.831308
509,-999999,13413.88386
510,230,5604.809343
511,138,12340.08505
513,115,7404.654413
514,100,6278.934996
515,161,13318.13017
517,69,2615.908737
519,69,8186.623923
520,100,10770.79188
521,-999999,263.5116256
522,138,5780.371679
523,161,6329.735924
524,115,7899.443425
525,-999999,9141.977973
526,230,12722.22547
527,138,2758.217287
528,-999999,5954.39949
529,138,5408.293552
530,69,7213.58666
531,161,18115.41804
532,230,232.1836194
533,138,6688.29544
534,115,17973.80805
535,-999999,1151.566139
536,-999999,215.2692121
537,115,2473.195879
538,-999999,4310.580685
539,-999999,11650.63058
540,-999999,1275.612789
541,69,8219.452162
542,-999999,48.46082256
543,115,25734.18334
544,115,27954.48856
545,230,4891.944364
546,-999999,26119.46357
547,138,4381.696979
548,69,3725.321846
549,100,3493.954263
550,115,18469.5393
551,-999999,19273.0212
552,-999999,523.0241058
553,115,24.60783065
554,100,2738.03378
556,-999999,4301.260293
557,345,1024.86964
558,-999999,313.6311121
559,69,12548.89686
560,-999999,1959.274652
561,-999999,10358.92885
563,161,36637.23442
564,230,6749.40616
565,138,9526.849236
566,115,5037.001007
567,138,119.2263379
568,69,7347.152017
569,115,17426.68413
570,-999999,38.36030177
571,230,139.8052914
572,138,3389.729768
573,69,103.4478133
575,345,2951.80841
576,69,33.68893268
577,100,1749.776637
578,-999999,1714.818346
579,161,12448.79608
580,115,19697.81422
581,-999999,4126.415435
582,161,22390.83463
583,-999999,90.06582346
584,161,18126.70306
585,345,351.5511661
586,-999999,4861.757812
587,161,29314.35894
588,-999999,5695.21639
589,161,6467.807811
590,-999999,5238.380375
591,138,4524.611079
592,-999999,3488.828276
593,-999999,16646.79483
594,-999999,12501.97951
595,120,15376.50968
596,161,13008.68792
597,-999999,69.90129353
598,138,45201.28963
599,161,58831.2181
600,100,27304.89785
601,115,14908.89666
602,-999999,14631.23141
603,-999999,313.3686295
604,-999999,23772.84327
605,-999999,1460.969946
606,-999999,27291.25745
607,230,37379.34695
608,-999999,9617.566984
609,-999999,2752.485807
610,115,126.556583
611,138,6391.112238
612,-999999,118.5443971
613,161,21106.21687
614,115,10538.09934
615,161,2520.562748
616,138,8380.112442
617,161,17026.1861
618,115,13381.16394
619,230,1922.517016
620,-999999,182.8971769
621,138,122.0926818
622,-999999,2191.351571
623,69,11465.75115
624,115,5486.690019
625,-999999,9049.628362
626,115,13775.67443
627,138,815.264943
628,-999999,454.1760157
629,-999999,1794.033265
630,230,309.7081428
631,-999999,1424.458267
632,138,365.1887697
633,161,60.91458449
634,-999999,21518.72182
635,500,97616.47363
636,115,43421.88142
637,115,11045.16576
638,230,115136.155
639,-999999,4257.703366
640,138,21685.44945
641,230,27494.87874
642,-999999,970.0803938
643,161,59825.46171
644,-999999,1855.031385
645,-999999,141.9352839
646,138,7681.565305
647,115,19421.41384
649,-999999,63.29562766
650,115,21624.55304
651,-999999,9289.648844
652,138,5368.549622
653,115,3769.160176
654,-999999,4660.934791
655,-999999,13788.9846
656,138,8141.159574
657,-999999,5471.551345
658,-999999,8775.458214
659,-999999,20885.98377
660,115,9737.239514
661,-999999,4109.987236
663,-999999,7019.397711
665,-999999,47.64797718
666,-999999,17890.88519
667,69,6870.851204
668,-999999,32997.41206
669,115,1019.059282
670,161,23242.52234
671,-999999,2341.183713
672,-999999,54.95062535
673,345,58573.96803
674,-999999,16163.5665
675,138,65.62310128
676,-999999,2543.719965
677,-999999,6692.053351
678,100,3814.366371
679,115,5717.101238
680,138,622.8326373
681,115,78.41156324
682,-999999,119.8450915
683,115,81423.87302
684,100,142.8191178
685,115,27991.52629
686,69,17684.06618
687,115,3518.17855
688,-999999,654.3949712
689,-999999,93.71129881
690,115,283.632088
691,138,51470.15068
692,-999999,3676.449659
693,115,3102.813428
694,-999999,18381.55593
695,115,15073.63754
696,-999999,5249.594701
697,-999999,710.3494835
698,230,9749.032251
699,138,23713.4969
700,100,26577.34646
702,138,7664.057821
703,138,40947.57957
704,100,6891.639379
705,161,12547.78002
706,115,11273.48339
707,230,3658.92109
708,-999999,3778.216172
709,115,16975.19062
713,69,41.21115978
714,500,336.9924682
715,115,2938.185245
716,-999999,82.28309872
717,69,5094.535282
718,138,30107.27074
719,-999999,16413.03673
720,69,215.4815437
721,69,2314.664036
722,230,66883.36738
723,230,24303.95018
724,115,109.1327929
725,100,1437.258699
726,161,8720.905565
727,115,212.5633318
728,69,18371.77908
731,-999999,6298.468389
732,138,37125.9001
733,-999999,178.9668033
734,230,128.820823
735,-999999,673.4871066
736,-999999,530.334904
737,-999999,631.928676
738,-999999,12052.03542
739,138,6144.950181
740,69,5416.211006
741,-999999,868.9214059
742,230,58402.83108
743,-999999,10930.67713
744,-999999,677.7853777
745,120,3761.506719
746,138,703.6672245
747,-999999,7057.783286
748,115,5473.217692
749,69,25076.16408
750,-999999,2289.156651
751,230,17258.00302
752,115,43684.23436
753,100,685.5368023
754,-999999,4078.095165
755,115,5220.73052
756,-999999,4508.793582
757,-999999,390.9167304
758,230,42146.68917
761,115,1239.893975
762,138,1837.920757
763,-999999,213.1805625
764,115,19394.01117
765,230,80.53411496
766,-999999,14701.53329
767,-999999,653.3129501
768,-999999,77.08667061
769,-999999,11059.57333
770,115,438.7833563
771,345,3794.052399
772,138,12229.09059
773,-999999,1169.429188
774,-999999,20.22080523
775,115,9702.322318
776,-999999,4757.810168
778,-999999,51.19654726
779,-999999,443.1727991
781,-999999,44895.56806
782,138,5508.172917
783,345,11459.34128
784,-999999,9393.77141
785,230,6624.265428
786,115,31292.45729
787,-999999,26654.7919
788,-999999,13206.98551
789,230,21341.43257
790,115,11262.87967
791,138,55350.89208
792,115,2448.549097
793,-999999,23601.28282
794,230,25667.1593
795,115,4858.563842
796,115,83.30909244
797,-999999,2862.025905
798,345,5041.831926
799,-999999,13147.26158
801,-999999,29.43194513
802,-999999,676.7973334
803,-999999,8911.440619
804,230,18287.89333
805,138,2785.001923
806,-999999,28493.08917
807,-999999,25.79355355
808,230,7699.886594
809,115,3392.192675
810,500,3208.940623
811,69,4912.116871
812,230,9660.371564
813,-999999,4509.564018
814,-999999,11.83254722
815,-999999,6219.484628
816,230,10415.83043
817,161,768.8358746
818,230,21069.60222
819,115,3723.754934
820,69,13564.82366
822,115,3744.436904
823,500,138562.4418
824,115,1833.985593
825,-999999,59.80750041
826,-999999,21658.31138
827,69,71.09098227
828,115,57.46099246
829,-999999,2996.248729
830,-999999,15454.8586
831,-999999,36.97815309
832,-999999,1086.195125
833,-999999,1201.176797
834,161,3203.940365
835,-999999,159.948701
836,230,43312.50418
837,138,12488.93837
838,-999999,7489.054215
839,-999999,37.86240059
840,-999999,43547.21468
841,138,1799.954194
842,-999999,13563.68237
843,-999999,4935.528327
844,-999999,375.5282506
845,115,17313.63958
846,138,6808.428169
847,138,340.728646
848,115,6281.864822
849,115,12.98328675
850,-999999,8058.99438
851,-999999,380.6556129
852,-999999,9.113951778
853,138,3581.468539
854,138,7501.524478
855,69,5675.27243
856,138,43144.87727
857,100,3603.587121
858,-999999,3309.570253
859,-999999,4934.892484
860,138,14832.16914
861,161,5258.165826
862,115,34898.06763
863,-999999,3559.249375
864,-999999,278.2705199
865,-999999,11766.91492
866,500,46962.48414
867,115,71.9383143
868,-999999,18632.28551
869,115,26775.05379
870,-999999,1969.384552
871,138,17194.67478
872,-999999,2339.222917
873,138,25708.57849
874,69,3897.998532
875,-999999,133.7898003
877,230,119256.8764
878,-999999,5062.179422
879,138,69.26198279
880,161,1421.632319
881,138,11562.26166
882,161,53794.85994
883,138,11788.25306
884,138,167.5001709
885,115,11966.64844
886,-999999,3770.425728
887,115,2579.445838
888,115,326.1691834
889,138,73.99826041
890,-999999,16570.51622
891,-999999,2205.592216
892,115,37634.90824
893,-999999,13482.97732
894,115,10501.35613
895,-999999,1930.648755
896,115,5701.597424
897,-999999,7173.875511
898,-999999,4615.661553
899,-999999,10593.04332
900,230,9707.154456
901,-999999,41790.36665
902,115,6255.496774
903,230,8911.409233
904,-999999,4518.286684
905,-999999,11.47923248
906,-999999,52.74276232
907,-999999,12192.11522
908,345,1205.084513
909,138,28633.19004
910,115,16541.70986
911,115,2504.909755
912,345,71581.38386
913,345,2911.390722
914,115,7168.843752
916,-999999,151.0199942
917,100,63.53354405
918,115,7903.06191
919,345,31068.62588
920,230,11650.94307
921,138,5828.92829
922,115,250.7548989
923,161,34654.9928
924,138,21968.61677
925,345,129350.3398
926,161,51550.36599
927,-999999,3073.554846
928,115,39234.30653
929,-999999,904.8313292
930,-999999,15.15304637
931,230,24424.45034
933,-999999,4247.327275
934,-999999,27313.01905
935,-999999,5143.346561
936,-999999,34311.5484
937,115,20514.83201
938,-999999,8310.148301
939,115,6369.49323
940,230,507.1693756
941,115,88.79425436
942,138,37081.86201
943,-999999,1645.890112
944,138,11193.76526
945,115,4844.265796
946,-999999,25.97855976
947,-999999,3487.757634
948,-999999,10675.48609
949,69,16798.0654
950,138,49429.29573
951,230,8985.822307
952,230,1323.120248
953,500,29739.65914
954,138,7085.98963
955,69,4191.577383
956,230,1323.254851
957,-999999,7170.128757
958,115,535.1506077
959,-999999,185.3834366
960,138,29487.93515
961,345,29486.06354
962,138,338.3639102
963,115,39.78838382
964,-999999,265.7877747
965,161,26052.57064
966,100,1565.635008
967,115,8061.568989
969,-999999,8171.107965
970,115,13917.2482
972,161,39122.34027
973,161,52747.43603
974,-999999,6254.882635
975,230,19351.83242
976,-999999,360.3261977
977,-999999,12541.8637
978,138,13635.16654
979,138,4501.227643
980,-999999,3356.780079
981,115,32708.6656
982,-999999,3404.237114
983,69,14141.37502
984,115,81.44207854
985,115,1061.380125
986,-999999,380.7263054
987,-999999,44035.07053
988,230,4232.838702
989,-999999,99.99726979
990,100,46367.0098
991,138,9588.65004
992,230,12079.08969
993,161,40989.09923
994,138,3403.38397
995,-999999,7647.966777
996,-999999,12731.52049
997,230,10513.50187
998,-999999,55.8990058
999,115,48.76946182
1000,-999999,1322.487083
1001,115,5879.537592
1002,115,29925.51807
1003,-999999,10271.22017
1004,230,5631.626282
1005,115,27101.53951
1006,138,6533.963359
1007,138,5961.456736
1008,230,13290.99287
1009,115,496.5388384
1010,-999999,35914.94079
1011,230,47496.38266
1012,-999999,11787.53302
1013,-999999,1829.318837
1014,-999999,6732.590003
1015,-999999,3469.816408
1016,138,28658.12743
1017,115,2531.25738
1018,161,1056.027027
1019,138,17572.34083
1020,69,140.1595872
1021,-999999,729.0888623
1022,138,25021.47438
1023,115,19.49561424
1024,-999999,6508.263503
1025,-999999,500.3955171
1026,115,83.37410439
1027,115,8180.271199
1028,138,6446.273191
1029,161,721.1871234
1030,115,31330.61528
1031,69,16984.64778
1032,-999999,444.7178836
1033,115,91.46753792
1034,-999999,160.289429
1035,161,18162.83143
1036,69,35.90487065
1037,-999999,28222.17492
1039,345,44826.36029
1040,138,51460.6219
1042,115,10860.73136
1043,115,118.6605191
1044,115,6205.322257
1045,115,6998.864449
1046,115,699.0342884
1047,138,7066.758292
1048,161,23609.34635
1049,161,33082.89896
1050,69,831.8530935
1051,-999999,212.5610357
1052,138,31622.09669
1053,-999999,2585.52324
1054,69,251.4718558
1055,-999999,20156.50859
1056,-999999,6860.076722
1057,138,55818.15507
1058,-999999,1182.41249
1059,-999999,37513.03507
1060,115,6563.164746
1062,115,25302.75203
1063,161,24500.07149
1064,-999999,41.65273004
1065,115,16683.73662
1066,115,46890.55214
1067,138,19574.64452
1068,-999999,90.44838368
1069,100,4776.661063
1070,345,92408.94435
1071,345,49322.46241
1072,138,28868.35651
1073,138,44658.33934
1074,115,42.22337551
1075,-999999,8022.679593
1076,-999999,7192.512773
1077,230,6774.596062
1078,138,134.8766174
1079,115,1901.275137
1080,138,15350.73483
1081,-999999,50.21218025
1082,115,21572.77431
1083,230,13867.51017
1084,-999999,4594.500579
1085,-999999,72.17637584
1086,-999999,23391.67339
1087,138,20519.76318
1088,115,4494.482418
1089,-999999,12436.48038
1090,230,40003.68437
1091,115,146.5725469
1092,-999999,23.24074487
1093,-999999,2329.747032
1094,-999999,3901.491932
1095,138,9413.395971
1096,115,20714.98106
1097,-999999,1003.371637
1098,230,5266.594535
1099,-999999,16336.64981
1100,230,39156.66645
1101,69,3544.865415
1102,115,140.3342741
1103,161,124.3577679
1104,230,1262.09671
1105,-999999,172.6759455
1106,115,7329.698188
1107,-999999,2378.634494
1108,161,17862.58835
1109,115,3448.0171
1110,115,10408.16456
1111,115,19700.86967
1112,-999999,99.69604721
1113,69,21748.4409
1114,230,27800.82066
1115,-999999,47.37778475
1116,115,10458.47641
1117,-999999,2424.433255
1119,-999999,20946.28688
1120,115,2575.801259
1121,69,814.8619913
1122,100,7816.388495
1123,-999999,20108.38507
1124,115,34188.44376
1125,100,373.5704183
1126,-999999,58.84506637
1127,230,71267.6241
1128,115,22723.94371
1129,-999999,16223.35196
1130,115,13041.05611
1131,115,13567.79482
1132,-999999,1747.150539
1133,-999999,140.0753618
1134,-999999,21540.31003
1135,-999999,510.7552406
1136,-999999,287.9421056
1137,100,3852.344179
1138,230,298.0652494
1139,-999999,43536.03328
1140,-999999,4793.750659
1141,-999999,386.9718802
1142,-999999,9698.379104
1143,115,32968.93332
1144,-999999,27270.67944
1145,-999999,26.38172331
1146,115,651.7884733
1147,230,19766.21219
1148,-999999,11673.53302
1149,115,7342.361705
1150,-999999,5682.886763
1151,138,15327.06071
1152,-999999,4958.051624
1153,115,139.8465657
1154,100,3537.464084
1155,-999999,6497.12058
1156,-999999,212.6147901
1157,115,7412.890842
1158,-999999,87.31859348
1159,69,2495.112897
1161,-999999,7458.840599
1162,115,69052.45296
1163,69,12774.88887
1164,-999999,7894.931321
1165,-999999,187.1339471
1166,138,4568.102314
1167,161,107.1262579
1169,-999999,18212.6433
1170,-999999,104.9951732
1171,115,5229.661441
1172,115,177.7952108
1173,69,5697.520305
1174,-999999,24551.93911
1175,161,3240.821293
1177,138,36480.63729
1178,-999999,2746.143153
1179,-999999,10222.28763
1180,115,28139.54668
1181,161,31620.77536
1182,115,8940.636668
1183,-999999,4903.137023
1184,-999999,125.9479454
1185,69,11161.98225
1186,115,3301.359817
1187,-999999,3851.874585
1189,-999999,1728.873566
1190,138,11188.59631
1191,230,710.4545065
1192,345,31809.57382
1193,69,1780.051888
1194,-999999,4340.303318
1195,138,41636.99417
1196,69,9535.602404
1197,230,313.7312481
1198,-999999,1568.284525
1199,115,103680.0627
1200,-999999,3966.325028
1201,-999999,36.76072206
1202,115,5084.614751
1203,-999999,9371.476606
1204,-999999,1601.773788
1205,-999999,1638.038
1206,230,19219.791
1207,-999999,2018.020262
1208,-999999,6897.126892
1209,69,135.1600152
1210,115,7762.202999
1211,-999999,201.5530784
1213,-999999,3863.955363
1214,-999999,1114.482847
1215,-999999,9.258340167
1216,-999999,49.74152031
1217,115,17.5327708
1218,138,3593.747403
1219,-999999,3746.566223
1220,230,9292.638326
1221,-999999,2371.966675
1222,138,11507.02101
1223,-999999,6801.812261
1224,161,32729.18998
1225,-999999,8825.808695
1226,-999999,456.8485659
1227,345,27268.88465
1228,115,5127.218776
1229,161,4481.837967
1230,230,22002.93826
1231,69,24802.36558
1232,-999999,8660.796631
1233,-999999,13113.13329
1234,115,120.2708246
1235,115,329.7800586
1236,-999999,6195.767649
1237,-999999,4380.651946
1238,115,62.31718831
1239,-999999,77.31399645
1240,161,6767.72109
1241,69,622.3452196
1242,69,3108.080302
1243,115,2011.507477
1244,138,13.50635862
1245,69,95563.92104
1246,-999999,79369.82619
1247,115,4363.568673
1248,115,13433.77413
1249,69,34686.9207
1250,115,12267.03621
1251,-999999,125.8550961
1252,69,6927.648767
1253,138,1031.494621
1254,-999999,10007.97582
1255,69,14998.35654
1256,-999999,45.24038275
1257,-999999,59.31982954
1258,-999999,322.794053
1259,-999999,17959.56714
1260,115,116.9999506
1261,138,21630.45731
1262,115,38305.13562
1263,-999999,1862.483968
1264,138,32938.98311
1265,115,7873.153346
1266,138,15045.78737
1267,-999999,12312.81219
1268,-999999,10476.72254
1269,115,11237.6032
1270,115,2699.696152
1271,138,77.2010555
1272,-999999,1289.96991
1273,345,3860.309427
1274,161,13932.84432
1275,161,19645.35135
1276,115,10066.23507
1277,138,35554.38547
1278,138,171869.1477
1279,115,1166.956377
1280,-999999,140.5590998
1281,-999999,7601.875757
1282,230,43753.51853
1283,138,5249.793041
1284,-999999,24414.18127
1285,115,453.764265
1286,115,13846.06675
1287,345,144279.6932
1288,-999999,174.7487963
1290,138,41.08592249
1291,69,406.451682
1292,-999999,841.1404685
1293,-999999,186.3477401
1294,-999999,7657.679648
1295,138,10858.3054
1296,138,57912.23839
1297,100,8276.927518
1299,115,11625.12141
1300,115,443.8693934
1301,138,148.2178441
1302,115,2731.136541
1303,115,2667.627213
1304,115,14678.38146
1305,-999999,50586.87276
1306,115,5453.994188
1307,230,128264.6261
1308,-999999,472.6729694
1309,230,73045.84745
1310,138,30641.44136
1311,230,29297.34846
1312,69,6626.04494
1313,-999999,18528.86659
1314,138,52.69177442
1316,115,7499.723077
1317,115,2562.342701
1318,-999999,5022.987601
1319,230,4223.90111
1320,115,2213.149708
1321,115,17782.17461
1322,500,37392.88714
1323,-999999,872.5417901
1324,115,3981.063963
1325,-999999,3847.27509
1326,161,13.49376628
1327,345,479.5046852
1328,69,24579.02084
1329,-999999,10559.80181
1330,100,346.0752072
1331,115,45121.3836
1332,115,225.1114855
1333,138,29488.70401
1334,-999999,11072.97706
