node,x,y
335464046,-80.53833,37.16951
335464049,-80.53736,37.16994
872680776,-80.5409,37.16687
215675252,-80.55215,37.1616
1039866912,-80.55088,37.16231
24862765,-80.55219,37.16175
1063304273,-80.55167,37.16205
1063304277,-80.55092,37.16247
215675251,-80.54883,37.16363
1063304280,-80.54103,37.16701
171518435,-80.42141,37.16398
171518454,-80.41983,37.1642
171518424,-80.42331,37.16373
171518425,-80.42267,37.1638
171518459,-80.41809,37.16445
221993765,-80.41635,37.16465
335455168,-80.41568,37.16476
171518523,-80.41564,37.16464
222001833,-80.41393,37.16487
222001880,-80.42329,37.16359
222001879,-80.42226,37.16374
222001881,-80.42138,37.16385
222001882,-80.4198,37.16407
222001883,-80.41805,37.16431
222001878,-80.41635,37.16454
335455173,-80.41561,37.16477
335455167,-80.41381,37.16502
338881802,-80.42229,37.16386
24866450,-80.42438,37.16362
24866456,-80.42359,37.16364
24866224,-80.44548,37.16282
24866214,-80.44678,37.16292
171518415,-80.42542,37.16338
171517473,-80.42717,37.16283
24866230,-80.43478,37.16276
171517461,-80.4361,37.16298
171517337,-80.44466,37.16279
171517121,-80.44918,37.16337
24866211,-80.45021,37.16359
171517345,-80.44353,37.16282
171517016,-80.45741,37.16606
216615355,-80.45908,37.16666
171517005,-80.46044,37.16711
216615372,-80.42825,37.16249
275974409,-80.45651,37.16576
171517082,-80.45521,37.1653
171517076,-80.45282,37.16447
335455019,-80.43011,37.16211
24866232,-80.43333,37.16255
335463598,-80.46568,37.16896
24866080,-80.47186,37.17055
24866007,-80.49916,37.17044
275976629,-80.49832,37.17054
24866013,-80.49573,37.17118
335463791,-80.49445,37.17146
275976639,-80.49383,37.17156
275984106,-80.50328,37.17065
338857919,-80.49643,37.171
848561138,-80.42881,37.16233
848893467,-80.49172,37.17182
848893468,-80.47363,37.1707
848893469,-80.47514,37.1708
243541986,-80.48916,37.17186
889535585,-80.44245,37.16294
889535586,-80.43845,37.1633
889535584,-80.43963,37.16328
889535587,-80.43354,37.16258
918464450,-80.50163,37.17053
976098877,-80.42906,37.16227
976142323,-80.49149,37.17183
976199205,-80.45465,37.1651
1062385669,-80.42889,37.16231
1075284345,-80.44015,37.16323
1075284346,-80.44142,37.16307
171517577,-80.42382,37.11188
24866248,-80.42318,37.11443
24866251,-80.42302,37.11482
24866250,-80.42312,37.11486
24866150,-80.42758,37.10665
24866126,-80.44754,37.09416
171516574,-80.44597,37.09602
24864683,-80.44114,37.06653
171512342,-80.44129,37.06747
24864542,-80.42589,37.01582
24864732,-80.42523,37.01674
171516662,-80.43112,37.10417
216600819,-80.44784,37.09377
24864570,-80.4394,37.03286
216601222,-80.43797,37.03527
24864587,-80.43646,37.03983
24864658,-80.44145,37.05792
216616251,-80.4414,37.05895
171512331,-80.44139,37.05958
24864632,-80.44914,37.07434
216616301,-80.45254,37.07813
216616302,-80.45251,37.08114
24864694,-80.44336,37.07049
216616349,-80.43903,37.04593
171512061,-80.43962,37.02655
216616351,-80.44017,37.02942
24864567,-80.43998,37.03103
171512076,-80.4358,37.02514
216616422,-80.43236,37.02544
24864550,-80.42829,37.02628
216616423,-80.42751,37.02651
171512536,-80.42679,37.0267
216601325,-80.42432,37.01762
216601328,-80.42336,37.01915
216601332,-80.42214,37.02092
216616428,-80.4439,37.09853
216600831,-80.44033,37.10137
216600842,-80.43467,37.1035
243542131,-80.4396,37.03251
243542344,-80.42086,37.02322
275986224,-80.44497,37.09723
275986222,-80.44456,37.09773
275990023,-80.42637,37.01463
24864539,-80.4264,37.01438
335459569,-80.44119,37.06588
335459570,-80.44575,37.072
24864674,-80.44,37.05445
216601194,-80.44115,37.05562
216601200,-80.44007,37.05115
338859060,-80.42625,37.02686
338872349,-80.4512,37.08823
24866110,-80.45114,37.08862
848561142,-80.44629,37.0723
918464459,-80.44146,37.05758
950299636,-80.45237,37.08179
24865436,-80.50677,37.09398
24865442,-80.50707,37.09492
24865015,-80.50805,37.09749
24865016,-80.50786,37.09752
24866252,-80.42296,37.11546
24866271,-80.42234,37.11681
24866254,-80.42287,37.11546
171517586,-80.42306,37.11506
171517589,-80.42297,37.11506
24866268,-80.42341,37.11649
24865007,-80.50864,37.09741
24865451,-80.50665,37.09485
221993767,-80.41545,37.16422
221993760,-80.41462,37.16302
24862171,-80.57793,37.09267
24862167,-80.57789,37.09258
24880220,-80.35468,37.13777
196986141,-80.35805,37.13747
24881582,-80.23865,37.2331
24881589,-80.23687,37.23268
196987051,-80.37273,37.13331
196987053,-80.37498,37.1337
880294701,-80.37596,37.13468
863501726,-80.41231,37.15397
863501725,-80.41282,37.15431
813011272,-80.41335,37.15506
851371179,-80.40561,37.15226
863501723,-80.40922,37.15285
813011270,-80.41281,37.15617
24866507,-80.41284,37.15425
24866515,-80.41743,37.15746
221975785,-80.40461,37.19271
222001887,-80.40172,37.18636
24881002,-80.25582,37.16774
24880995,-80.25591,37.16785
24880924,-80.25556,37.11097
24880919,-80.26106,37.11389
24880762,-80.26659,37.11744
24880773,-80.26737,37.12063
24880769,-80.26826,37.12244
171528080,-80.26797,37.12373
171528595,-80.25545,37.11041
171528679,-80.23871,37.09841
171528680,-80.23209,37.09856
171528538,-80.24903,37.09922
24880908,-80.25051,37.10092
171528118,-80.26565,37.12672
171528120,-80.26543,37.12744
24880777,-80.26514,37.12847
171528406,-80.26587,37.14206
24880857,-80.26598,37.14292
24880954,-80.25414,37.15875
171528902,-80.25377,37.16386
171528925,-80.25416,37.16601
216617023,-80.25784,37.15587
275987405,-80.2646,37.13043
171528429,-80.26453,37.14738
215644725,-80.26636,37.1521
335462857,-80.25949,37.15488
24880833,-80.26768,37.1368
215644516,-80.26543,37.1399
335462864,-80.25134,37.10216
24880841,-80.26446,37.13093
215644493,-80.26496,37.13377
215644306,-80.21975,37.10177
914993044,-80.26454,37.13064
916249450,-80.26268,37.11451
916249451,-80.26579,37.11674
916249452,-80.26629,37.11717
917383399,-80.25396,37.16565
24883174,-80.21644,37.0995
918461178,-80.21933,37.10101
919930584,-80.26507,37.11617
171535835,-80.24015,37.28616
171535838,-80.23877,37.2863
171535767,-80.2586,37.26514
171535779,-80.2566,37.27063
171530282,-80.26047,37.24166
216617022,-80.25973,37.24408
215646329,-80.25872,37.25299
215646335,-80.25808,37.25466
215646338,-80.25841,37.25792
215646306,-80.26082,37.24119
215646348,-80.25906,37.26127
243540243,-80.25901,37.26177
24881470,-80.26122,37.2384
338836101,-80.26078,37.2399
851850712,-80.25883,37.26385
918459965,-80.25943,37.24489
335458911,-80.25965,37.24668
918459969,-80.25242,37.27487
918459970,-80.24717,37.27954
918461183,-80.25967,37.25142
24866490,-80.4145,37.15227
24866499,-80.41413,37.1523
24866489,-80.4147,37.15228
24866556,-80.40476,37.14135
24866554,-80.40509,37.14164
24866650,-80.40525,37.14983
24866531,-80.40597,37.15077
171518343,-80.40524,37.14199
171518344,-80.40533,37.14224
171518345,-80.40542,37.14272
24866434,-80.4055,37.14379
24866568,-80.40471,37.14652
24866571,-80.4047,37.14691
24866572,-80.40495,37.14799
24866573,-80.40509,37.1486
24866520,-80.40999,37.15158
24866503,-80.41269,37.1524
171518491,-80.40785,37.15111
215673457,-80.40686,37.15109
880294296,-80.41332,37.15239
24884972,-80.29318,37.29018
171535342,-80.29067,37.2911
24884727,-80.34758,37.25542
24884728,-80.34732,37.25593
215648577,-80.34958,37.2545
24884738,-80.34091,37.26116
171534867,-80.33043,37.26379
24884783,-80.31082,37.27404
215648672,-80.30372,37.27956
215648808,-80.30149,37.28184
24880639,-80.36159,37.24445
215648360,-80.35587,37.24812
24880636,-80.36391,37.24257
215648035,-80.36262,37.24334
171534640,-80.34544,37.25824
243540192,-80.2891,37.29202
171535576,-80.28441,37.29358
275213877,-80.32127,37.2674
275496612,-80.32818,37.26577
275496629,-80.34504,37.25857
275214060,-80.26834,37.3042
215648815,-80.29989,37.28312
918466696,-80.32246,37.267
957598844,-80.26032,37.30871
24885021,-80.25858,37.3085
24880451,-80.3736,37.1908
24880447,-80.37499,37.1927
24867108,-80.38807,37.19815
24867100,-80.39079,37.19957
24880424,-80.38037,37.19386
216604152,-80.38453,37.19655
24867098,-80.39256,37.19989
24864021,-80.51793,37.04684
171511251,-80.5171,37.04749
24864215,-80.50351,37.0582
171511657,-80.49944,37.0615
24864203,-80.50451,37.05642
171511811,-80.4798,37.07584
216601501,-80.47737,37.07623
216601566,-80.48404,37.07153
216616427,-80.51609,37.04831
842907466,-80.51507,37.0491
171511259,-80.51288,37.05072
914979200,-80.47625,37.07641
171511878,-80.4749,37.07693
914996357,-80.51218,37.05122
216601600,-80.51209,37.05129
918458227,-80.48981,37.06834
918464466,-80.47136,37.07801
918469858,-80.50549,37.05569
24864010,-80.52837,37.04384
918469866,-80.52211,37.04609
857664958,-80.31221,37.05491
910366764,-80.31149,37.05495
276016184,-80.35767,37.18951
215646789,-80.36501,37.19169
24880477,-80.36638,37.19175
24880505,-80.35283,37.18664
24866623,-80.38948,37.13397
24866628,-80.38978,37.13436
24866613,-80.39038,37.13486
24866612,-80.39057,37.1354
171518661,-80.39827,37.14055
171518657,-80.40033,37.14086
216615400,-80.40127,37.14095
24866562,-80.40189,37.14101
171518722,-80.39075,37.13585
1061991335,-80.4033,37.14118
1062388263,-80.39064,37.13559
24867076,-80.39636,37.20195
275506467,-80.39667,37.20581
24867085,-80.39761,37.20817
216603486,-80.39477,37.20052
948255654,-80.39876,37.20931
24867086,-80.39927,37.20935
1111486328,-80.39613,37.20157
171518253,-80.40571,37.13241
24866419,-80.40535,37.13282
171518593,-80.40289,37.13757
171518594,-80.40257,37.13865
171518582,-80.40406,37.13495
171518583,-80.40339,37.13607
24866415,-80.4075,37.13093
215656330,-80.40736,37.13103
171518252,-80.4065,37.13176
275977895,-80.40311,37.13684
171518569,-80.40473,37.13383
171521652,-80.40873,37.23287
24867162,-80.40817,37.23332
24867128,-80.41232,37.23044
24867129,-80.4115,37.23098
24867125,-80.41396,37.22936
24867127,-80.41311,37.22989
24867159,-80.40932,37.23245
24860659,-80.55683,37.03754
24860661,-80.55638,37.03775
24860641,-80.55418,37.03636
171509744,-80.55337,37.03836
216601659,-80.55511,37.03684
171522097,-80.40424,37.2386
24867187,-80.40314,37.23916
24867188,-80.40194,37.23975
171522093,-80.40558,37.23793
24867185,-80.40501,37.2382
24867165,-80.40915,37.23464
24867166,-80.40839,37.2357
171521690,-80.40766,37.23654
275503071,-80.40081,37.2403
171527060,-80.37749,37.2444
171527044,-80.38009,37.24493
215649325,-80.36499,37.24284
24880604,-80.36813,37.24373
215649360,-80.38823,37.24642
24867213,-80.38775,37.24655
215649337,-80.37029,37.24355
275500489,-80.36832,37.24378
275500501,-80.37652,37.24413
24880597,-80.37623,37.24404
275500536,-80.38075,37.24495
275503072,-80.40034,37.24054
24867190,-80.40006,37.24068
335455363,-80.3995,37.24113
215649380,-80.39214,37.24507
215649352,-80.38328,37.24514
275505972,-80.39922,37.24151
275506058,-80.39576,37.24268
806180456,-80.39902,37.24174
24867193,-80.39877,37.24201
948237802,-80.39814,37.2424
24879648,-80.35858,37.05327
24879654,-80.3575,37.05374
219476710,-80.32199,37.05328
24879757,-80.32577,37.05468
24879780,-80.32115,37.05276
215644287,-80.31796,37.05267
24879658,-80.3545,37.05478
24879670,-80.3446,37.05743
24879671,-80.34758,37.05751
171524323,-80.33394,37.05789
24879787,-80.31476,37.05394
918458220,-80.33009,37.05755
918540232,-80.31587,37.0535
919490829,-80.35205,37.05515
24863779,-80.52119,36.99652
24863778,-80.52207,36.99708
216601943,-80.53197,37.03404
216601953,-80.52973,37.03559
918459952,-80.53242,37.01993
918459954,-80.53547,37.00461
918466665,-80.53215,37.01669
918466666,-80.53191,37.0154
24880474,-80.36683,37.19153
24880478,-80.3667,37.19195
24880469,-80.36817,37.19076
24880455,-80.37347,37.19091
171520744,-80.38746,37.18612
171526422,-80.38383,37.1872
171520664,-80.39873,37.18373
171520677,-80.39734,37.18399
171520312,-80.4133,37.17969
275972195,-80.41348,37.17985
171520737,-80.3884,37.18582
171520743,-80.38778,37.18604
215641353,-80.41314,37.17964
171520360,-80.40769,37.18198
216613210,-80.36958,37.19098
216613211,-80.37136,37.19128
221993702,-80.40247,37.18385
215650747,-80.38763,37.18608
215650738,-80.39175,37.18538
215650740,-80.38984,37.18548
171526453,-80.37961,37.18779
215650764,-80.37663,37.18866
918459964,-80.3746,37.18904
171509768,-80.57662,37.08167
24862148,-80.57799,37.08993
196297828,-80.5781,37.09032
24862160,-80.57828,37.09097
24860821,-80.575,37.0787
1039866916,-80.57501,37.07887
24880534,-80.36347,37.20092
171526742,-80.36345,37.20294
171526744,-80.36354,37.2041
215647870,-80.36371,37.20625
24880605,-80.36378,37.21085
216610567,-80.3636,37.20519
215647883,-80.36552,37.21249
216610568,-80.36391,37.21847
171527164,-80.3642,37.21902
215647962,-80.36523,37.22781
24880591,-80.36512,37.22916
215647972,-80.36383,37.23129
216610569,-80.36327,37.23367
216610571,-80.36411,37.23618
215647986,-80.36463,37.23827
275506856,-80.36578,37.22128
171526984,-80.36576,37.22183
275506972,-80.36424,37.21909
215647953,-80.36585,37.22031
275507050,-80.36492,37.22959
24880528,-80.3639,37.19959
275507742,-80.36375,37.19991
216610570,-80.36383,37.23581
215646797,-80.36677,37.19274
275507773,-80.36618,37.19488
24880489,-80.36458,37.19829
915016097,-80.36349,37.20075
916256018,-80.36436,37.19872
916256019,-80.36402,37.19936
916276956,-80.36669,37.19353
918464454,-80.36572,37.22391
24866454,-80.42352,37.16312
24866498,-80.41447,37.15262
24866412,-80.4088,37.1298
24866411,-80.40966,37.13045
24866943,-80.41797,37.17596
24866945,-80.41752,37.17633
24866472,-80.42355,37.16453
24866942,-80.41823,37.17615
24866944,-80.41792,37.1764
171520146,-80.42018,37.17372
24866936,-80.41965,37.17479
171520147,-80.41998,37.17362
24866938,-80.41935,37.17465
24866933,-80.42071,37.17223
24866934,-80.4204,37.17234
24866930,-80.42114,37.17062
24866932,-80.4209,37.17059
24866485,-80.42129,37.16923
24866484,-80.42149,37.16934
24866461,-80.42291,37.16166
171518234,-80.41056,37.13109
24866405,-80.41253,37.13241
24866408,-80.41309,37.13308
24866423,-80.41507,37.14083
24866427,-80.41518,37.14218
171518291,-80.41515,37.14305
24866464,-80.42158,37.16038
24866462,-80.42268,37.16176
215641769,-80.42176,37.16022
215641775,-80.42082,37.15926
215641778,-80.4208,37.15961
215642886,-80.41498,37.14308
215642885,-80.41495,37.14427
215642887,-80.41501,37.14221
215642888,-80.4149,37.14086
171518213,-80.41392,37.13616
171518218,-80.41416,37.13728
215642891,-80.41347,37.13471
215642894,-80.41352,37.13525
215642897,-80.41476,37.14885
215642839,-80.41465,37.14983
216614943,-80.41515,37.14361
171518292,-80.41514,37.1443
215642838,-80.41491,37.14884
215642842,-80.41488,37.14916
215642841,-80.41482,37.14983
24866496,-80.41417,37.15342
243541746,-80.4192,37.17537
243541749,-80.41886,37.17523
275975458,-80.42331,37.16557
24866471,-80.42324,37.16472
215641446,-80.42299,37.16559
215641447,-80.42187,37.16768
1062907158,-80.41484,37.13982
1062907159,-80.41464,37.13982
275977632,-80.41363,37.13526
275977631,-80.41372,37.13618
275990485,-80.42251,37.1671
275975513,-80.42215,37.16774
275990493,-80.42176,37.16852
335454586,-80.42302,37.16619
335454587,-80.42275,37.1661
335455334,-80.41438,37.1381
215642895,-80.41401,37.13729
335455335,-80.41422,37.13814
335455340,-80.415,37.14796
335455339,-80.41482,37.14793
24866470,-80.42328,37.16416
338874692,-80.41475,37.1509
338874693,-80.41458,37.1509
880294294,-80.41472,37.15177
880294295,-80.41453,37.15176
880294297,-80.4179,37.15774
171518402,-80.41841,37.15805
222001688,-80.41699,37.15689
880294298,-80.41809,37.15757
171518401,-80.41861,37.1579
950509905,-80.41395,37.13706
957565728,-80.41995,37.15873
957565729,-80.41978,37.15888
964804447,-80.4143,37.13844
215642896,-80.41446,37.1391
964804448,-80.41447,37.13842
171518221,-80.41466,37.13911
1062385673,-80.41405,37.15357
222001692,-80.41306,37.15473
1062907156,-80.41482,37.13974
1062907157,-80.41462,37.13974
1103096587,-80.4152,37.14499
335455338,-80.41512,37.14674
1103096589,-80.415,37.14499
275980996,-80.41491,37.14669
1103096591,-80.4151,37.14692
1103096592,-80.41489,37.14693
24867123,-80.41468,37.23002
24870069,-80.41061,37.25734
24870070,-80.41065,37.25792
24867173,-80.41198,37.25042
24867174,-80.41141,37.25136
24870068,-80.41063,37.25635
24870071,-80.41097,37.25904
171521396,-80.41976,37.2345
1098100285,-80.42036,37.23492
24867150,-80.41658,37.23206
