HID,source,target
51121021300426,915017052.0,915017055.0
51121021300432,243540974.0,243540994.0
51121021300430,243540974.0,243540994.0
511210207001164,275507773.0,338857256.0
511210207001151,171520820.0,171520801.0
511210207001149,171520820.0,171520801.0
511210207001140,221975732.0,24867001.0
511210207001153,171520820.0,171520801.0
511210203001845,275173985.0,24869949.0
511210207001143,221975732.0,24867001.0
511210203001850,275173985.0,24869949.0
51121020900309,915009605.0,918458226.0
51121021300427,171523509.0,171523580.0
511210207001145,221975732.0,24867001.0
511210203001817,275173985.0,24869949.0
511210207001150,171520820.0,171520801.0
511210207001142,221975732.0,24867001.0
51121020900308,171524691.0,275986873.0
511210207001139,221975732.0,24867001.0
51121021300433,171523550.0,171523222.0
511210203001849,275173985.0,24869949.0
51121021300444,915017052.0,915017055.0
51121021300446,335458060.0,335458083.0
511210203001847,275173985.0,24869949.0
51121021300428,171523509.0,171523580.0
511210207001146,171520820.0,171520801.0
511210207001137,171520798.0,171520818.0
51121021300442,171535026.0,171535137.0
511210207001125,171520861.0,171520868.0
511210207001131,24867108.0,216604152.0
511210207001141,221975732.0,24867001.0
511210203001863,171522666.0,171522671.0
511210203001844,275173985.0,914902969.0
51121021300441,335458061.0,335458073.0
511210207001133,24867108.0,24867100.0
51121021300437,335458060.0,335458061.0
511210207001129,24867108.0,216604152.0
51121021300447,335458061.0,335458082.0
511210207001134,171520798.0,171520818.0
511210203001861,171522675.0,171522671.0
511210203001855,171522675.0,338858754.0
51121021300429,335458061.0,335458073.0
511210203001856,171522675.0,338858754.0
511210203001862,171522666.0,171522671.0
51121020900305,171517984.0,1084043537.0
511210203001852,275173902.0,243540997.0
511210207001126,171520861.0,171520868.0
511210207001130,24867108.0,216604152.0
511210203001857,171522675.0,171522671.0
51121021300439,171534502.0,171534522.0
511210204001694,335454379.0,1035031950.0
511210207001128,24867108.0,216604152.0
511210207001144,221975732.0,24867001.0
511210203001864,171522543.0,171522671.0
51121021300445,24884783.0,171535026.0
511210203001853,243540997.0,243540995.0
511210203001860,171522675.0,171522671.0
511210203001859,171522675.0,171522671.0
511210203001851,275173985.0,24869949.0
511210207001135,171520798.0,171520818.0
511210203001865,171522543.0,915020678.0
511210203001848,275173985.0,24869949.0
51121021300438,335458060.0,335458083.0
51121021300440,171534502.0,171534522.0
511210203001858,171522675.0,171522671.0
51121021300443,1004420025.0,171535893.0
51121020900321,918458224.0,171518026.0
51121021300411,24884972.0,215648815.0
511210207001117,915016097.0,915016098.0
511210207001132,24867108.0,216604152.0
51121020900325,171525503.0,918459968.0
511210207001127,24867108.0,216604152.0
511210207001157,171520798.0,215650275.0
51121020900320,918458224.0,171518026.0
511210203001854,275173902.0,243540997.0
51121020900326,171525503.0,918459968.0
511210207001114,171520827.0,243541397.0
511210207001119,915016097.0,915016098.0
51121021300407,915025736.0,915025737.0
511210203001828,275173985.0,914902969.0
51121020900328,171525503.0,918459968.0
51121020900324,171525503.0,918459968.0
51121021300404,335458060.0,335458083.0
51121020900329,171525503.0,918459968.0
51121021300414,335458060.0,335458061.0
51121021300406,335458060.0,275212605.0
511210203001831,275173985.0,24869949.0
511210203001827,275173985.0,914902969.0
51121021300412,24884972.0,215648815.0
511210203001832,275173985.0,24869949.0
511210207001115,976093693.0,976093694.0
51121021300410,275212605.0,275212604.0
511210203001822,275174427.0,275174429.0
51121020900323,171525503.0,918459968.0
511210207001123,1111486329.0,1111486330.0
511210203001830,275173985.0,24869949.0
511210203001823,275174427.0,275174429.0
511210203001826,275173985.0,914902969.0
511210203001825,275174427.0,275174429.0
511210207001121,24867108.0,24867100.0
51121021300409,243540992.0,243540974.0
51121021300405,335458060.0,335458083.0
51121021300423,171534678.0,915017052.0
51121020900327,171525503.0,918459968.0
51121021300422,335458061.0,335458073.0
511210207001105,171526532.0,171526554.0
511210207001124,1111486329.0,1111486330.0
511210207001122,1111486329.0,1111486330.0
511210207001116,976093693.0,976093694.0
511210203001824,275174427.0,275174429.0
511210203001829,275173985.0,24869949.0
511210207001106,1045480282.0,1045480285.0
51121021300413,24884972.0,215648815.0
511210207001120,171526532.0,171526554.0
51121021300408,915025736.0,915025737.0
511210203001836,275173985.0,914902969.0
511210207001118,915016097.0,915016098.0
51121020900310,915009605.0,918458226.0
51121020900322,918458224.0,171518026.0
51121020900318,171524810.0,918459968.0
51121020900311,171518006.0,1084043537.0
511210203001833,275173985.0,914902969.0
511210207001109,1045480283.0,1045480282.0
511210203001834,275173985.0,914902969.0
51121021300479,171535576.0,275214060.0
51121020900315,918458224.0,171518026.0
51121020900312,171518006.0,918458223.0
511210207001112,1045479720.0,1045480298.0
51121020900319,915009605.0,918458226.0
511210203001842,275174427.0,275174429.0
511210203001835,275174427.0,275174429.0
511210207001104,171526532.0,171526554.0
511210203001839,275174427.0,275174429.0
511210207001113,171520827.0,243541397.0
511210203001837,215640596.0,215640595.0
511210203001843,275174427.0,275174429.0
51121021300416,24884783.0,171535026.0
511210203001840,275174427.0,275174433.0
511210207001107,1045480283.0,1045480282.0
51121021300421,335458061.0,335458073.0
51121020900316,918458224.0,171518026.0
511210207001110,1045479720.0,1045480298.0
511210203001838,275173985.0,914902969.0
511210207001108,1045480282.0,1045480285.0
51121020900314,918458224.0,171518026.0
51121021300425,24884783.0,171535026.0
51121021300424,915017052.0,915017055.0
51121021300417,24884783.0,171535026.0
51121021300489,171522919.0,916282551.0
51121021300477,171535576.0,275214060.0
51121021300449,171523580.0,915024138.0
51121021300452,171522919.0,1135213064.0
51121021300453,171523550.0,171523222.0
51121021300457,171535576.0,275214060.0
51121021300476,171535026.0,171535137.0
51121021300448,335458061.0,335458082.0
51121020900313,918458224.0,918458226.0
51121021300458,915017053.0,915017057.0
51121020300592,171519823.0,171519829.0
51121021300467,171535026.0,171535137.0
51121021300466,171535026.0,171535137.0
51121021300483,979795801.0,979795802.0
51121021300471,915020791.0,915020792.0
51121021300474,171535576.0,275214060.0
51121021300454,171523561.0,171523566.0
51121021300472,915020792.0,915020800.0
51121020900317,171525503.0,918459968.0
51121021300481,171535118.0,171535137.0
51121021300473,171535576.0,275214060.0
511210207001103,243541397.0,335455108.0
51121021300475,171535342.0,979795801.0
51121020300593,171519823.0,171519829.0
51121021300482,171535026.0,171535137.0
511210207001111,1045479720.0,1045480298.0
51121021300468,171535026.0,171535137.0
51121021300462,171535342.0,979795801.0
51121020300598,171519501.0,171519631.0
51121020300590,171519823.0,171519829.0
51121021300450,915017054.0,915017056.0
51121021300451,171522919.0,1135213064.0
51121021300455,171535026.0,915025532.0
51121021300495,918508170.0,915029401.0
51121021300480,171535576.0,275214060.0
51121021300460,171535026.0,915025532.0
51121021300469,171535576.0,275214060.0
51121021300418,24884783.0,171535026.0
51121021300464,171535342.0,979795801.0
51121021300498,171522919.0,916282551.0
51121020300596,171519823.0,171519524.0
51121021300463,171535342.0,979795801.0
51121020300595,171519823.0,171519524.0
51121021300487,171535118.0,171535137.0
51121020300599,171519501.0,171519631.0
51121020300594,171519823.0,171519524.0
51121020300591,171519823.0,171519829.0
51121021300478,171535576.0,275214060.0
51121021300484,918508170.0,915029401.0
51121021300419,171535026.0,915025532.0
51121021300415,24884972.0,215648815.0
51121021300420,243540974.0,243540994.0
51121021300488,171535694.0,918508170.0
51121021300459,171535026.0,915025532.0
51121021300499,171522919.0,916282551.0
511210203001841,275174427.0,275174429.0
51121021300456,275214060.0,957598844.0
51121021300486,171535118.0,171535137.0
51121021300485,918508170.0,915029401.0
51121021300470,171535342.0,979795801.0
51121021300465,979795801.0,979795802.0
51121021300491,171535694.0,918508170.0
51121021300461,915017120.0,915017125.0
51121020300597,171519501.0,171519631.0
51121020300665,171519501.0,171519631.0
51121020300660,24867132.0,275502241.0
51121020300661,275502247.0,1060295005.0
511210205001431,171523395.0,915038052.0
511210207001198,335454632.0,171520783.0
511210202011400,171519739.0,979698926.0
511210202011403,171519739.0,979698926.0
51121020300668,171519501.0,171519631.0
51121021300496,918508170.0,915029401.0
51121021300497,171535026.0,171535137.0
511210207001195,335455111.0,335455108.0
511210207001193,171520801.0,335454701.0
511210205001432,979698922.0,979698923.0
511210205001430,171523395.0,915038052.0
511210207001196,335455111.0,243541398.0
511210202011402,171519739.0,979698926.0
51121021300493,275214060.0,957598844.0
511210208001026,171520674.0,171520600.0
51121021300494,976095127.0,976095128.0
51121020300664,171519501.0,171519631.0
511210207001190,171520820.0,171520801.0
511210208001029,171525944.0,915021383.0
511210208001028,171520674.0,171520600.0
51121020300667,171519501.0,171519631.0
51121020300666,171519501.0,171519631.0
511210208001027,171520674.0,171520600.0
511210207001192,171520801.0,335454701.0
51121021300490,275214060.0,976095127.0
511210205001434,171523395.0,915038052.0
511210207001197,24867108.0,24867100.0
511210207001194,243541398.0,335455108.0
511210205001433,171523395.0,915038052.0
51121020300663,915040813.0,171516178.0
51121021300492,916282551.0,171535100.0
511210208001025,171520674.0,171520600.0
511210207001199,171520785.0,917381190.0
511210207001191,171520798.0,171520801.0
51121020300652,338858857.0,1060286992.0
511210205001425,171523395.0,915038052.0
511210205001424,171523395.0,915038052.0
51121020300662,915040813.0,171516178.0
511210208001038,171520658.0,171520674.0
51121020300656,843736726.0,171521324.0
511210205001428,171523395.0,915038052.0
51121020300658,843736726.0,171521324.0
511210208001032,221993694.0,915028135.0
511210205001426,171523395.0,915038052.0
511210208001035,171520658.0,171520674.0
51121020300651,24867132.0,275502241.0
51121020300649,171519621.0,171519824.0
51121020300659,24867136.0,976096275.0
51121020300653,338858857.0,1060286992.0
511210205001443,24884738.0,171534835.0
511210205001445,24884738.0,171534835.0
511210205001427,171523395.0,915038052.0
511210205001439,915038052.0,915038053.0
511210208001034,171520674.0,171520600.0
511210205001429,171523395.0,915038052.0
511210202011401,171519739.0,1045496769.0
511210205001442,24884738.0,171534835.0
511210208001039,171526481.0,915035990.0
511210205001444,24884738.0,171534835.0
51121020300657,843736726.0,171521324.0
511210208001033,171520658.0,171520674.0
511210208001044,221993702.0,221993694.0
511210208001030,171525944.0,915021383.0
51121020300654,171521324.0,171521323.0
511210208001037,171520658.0,171520674.0
511210208001031,171520360.0,221993702.0
511210205001440,24884738.0,171534835.0
511210208001040,171526481.0,915035990.0
51121020300650,275502247.0,1060295005.0
511210208001041,171526481.0,915035990.0
511210205001441,24884738.0,171534835.0
51121020300655,171521324.0,171521323.0
511210208001036,171520658.0,171520674.0
511210208001042,221993694.0,915028135.0
511210208001006,918469868.0,918469869.0
511210208001005,918469868.0,918469869.0
511210208001010,915018388.0,171526481.0
511210205001451,171534835.0,171534665.0
51121020300639,171521396.0,843736726.0
51121020300642,843736727.0,843736726.0
51121020300640,843736727.0,171521385.0
511210208001011,915018388.0,171526481.0
51121020300647,171519627.0,171519621.0
51121020300643,843736726.0,171521324.0
51121020300644,171521324.0,171521323.0
511210205001448,171534835.0,171534665.0
511210208001008,915018388.0,171526481.0
51121020300636,171521322.0,843736727.0
511210205001450,171534835.0,171534665.0
511210208001007,918469868.0,918469869.0
51121020300638,843736726.0,171521324.0
511210205001452,171534456.0,171534479.0
511210208001004,918469868.0,918469869.0
51121020300646,171521323.0,275502249.0
511210205001436,915038052.0,915038053.0
511210208001012,221993694.0,915028135.0
511210208001003,918469869.0,915026025.0
511210208001045,221993702.0,221993694.0
511210205001447,171534835.0,171534665.0
511210205001454,171534460.0,915037058.0
51121020300645,171521323.0,275502249.0
51121020300641,843736727.0,171521385.0
51121020300648,171519621.0,171519823.0
511210205001455,171534456.0,171534479.0
511210208001009,915018388.0,171526481.0
511210205001456,171534456.0,171534479.0
511210208001043,221993694.0,915028135.0
511210205001438,915038052.0,915038053.0
511210208001046,221993702.0,221993694.0
511210205001435,171523395.0,915038052.0
511210205001453,171534460.0,915037058.0
511210205001449,171534835.0,171534665.0
511210208001013,915018388.0,171526481.0
511210205001437,915038052.0,979698922.0
511210208001016,915018388.0,171526481.0
51121020300629,171519612.0,171519627.0
51121020300634,843736727.0,171521324.0
51121020300633,1045488543.0,1060080278.0
511210208001015,915018388.0,171526481.0
51121020300628,171519621.0,171519824.0
511210206001298,335455525.0,335455536.0
511210206001294,243541329.0,335455498.0
51121020300631,171519627.0,171519634.0
51121020300637,843736727.0,843736726.0
511210206001299,335455554.0,335460619.0
511210205001466,171523106.0,335456382.0
511210206001293,335455498.0,275505988.0
511210206001290,335455493.0,335455521.0
51121020300630,171519612.0,171519627.0
511210206001292,335455498.0,243541330.0
511210205001463,171523106.0,335456375.0
511210208001019,915018388.0,171526481.0
511210208001024,171520674.0,171520600.0
511210206001291,243541329.0,335455498.0
511210205001446,171534835.0,171534665.0
511210205001467,171523106.0,335456382.0
511210205001465,171523106.0,335456382.0
511210205001462,171523106.0,335456375.0
511210208001020,915018388.0,171526481.0
511210205001464,171523106.0,335456375.0
511210205001460,171534460.0,915037058.0
511210206001295,243541329.0,335455498.0
511210206001297,335455525.0,335455536.0
511210205001461,171523106.0,335456375.0
51121020300635,843736727.0,171521324.0
511210208001021,915018388.0,171526481.0
511210208001014,915018388.0,171526481.0
511210208001022,915018388.0,171526481.0
511210208001018,915018388.0,171526481.0
511210208001017,915018388.0,171526481.0
51121020300632,171519612.0,171519627.0
511210206001296,243541329.0,335455498.0
511210205001459,171534456.0,171534479.0
51121020300627,171519621.0,171519824.0
51121020300626,171521320.0,171521323.0
511210202011439,24866094.0,196301652.0
511210205001471,171523318.0,171523330.0
511210202011442,24866094.0,196301652.0
511210206001285,338857893.0,338857885.0
511210205001476,171523394.0,171523330.0
511210206001287,338857893.0,171522122.0
511210205001477,171523394.0,171523330.0
511210205001472,171523318.0,171523330.0
511210202011438,24866094.0,196301652.0
511210206001281,338857893.0,338857885.0
511210206001286,338857885.0,171522122.0
511210206001289,171522121.0,171522098.0
511210202011446,338869909.0,171519392.0
511210205001468,171523318.0,916275560.0
511210205001457,171534456.0,171534479.0
511210202011440,24866094.0,171516269.0
511210205001458,171534460.0,915037058.0
511210202011445,338869909.0,171519392.0
511210208001023,171520674.0,171520600.0
511210205001481,171523394.0,171523395.0
511210206001283,338857893.0,338857885.0
511210205001478,171523394.0,171523330.0
511210206001280,171522122.0,171522125.0
511210205001473,171523394.0,171523330.0
511210205001475,171523394.0,171523330.0
51121020300692,171519862.0,171519860.0
511210206001282,171522122.0,171522121.0
511210205001470,171523318.0,171523291.0
511210206001277,915040491.0,171522337.0
511210202011437,24866094.0,338858852.0
511210206001288,171522110.0,171522193.0
511210206001284,338857893.0,171522122.0
511210202011443,275499150.0,171519361.0
511210206001278,171522110.0,171522193.0
51121020300697,171519862.0,171519863.0
511210202011431,171519744.0,949531428.0
511210205001484,275173951.0,171523156.0
511210205001483,171534583.0,171534663.0
511210205001487,24870094.0,275173956.0
511210202011432,171519744.0,949531428.0
511210202011435,171519715.0,171519719.0
511210206001275,915040491.0,171522337.0
51121020300698,171519867.0,171519863.0
51121020300690,338858856.0,171519887.0
511210206001273,915040492.0,915040505.0
51121020300699,171519867.0,171519863.0
51121020300695,171519862.0,171519860.0
511210202011433,171519739.0,979698926.0
511210202011441,24866094.0,171516269.0
511210206001279,338857885.0,171522122.0
511210205001489,171523170.0,171523211.0
511210202011444,338869909.0,171519392.0
511210205001482,171534583.0,171534663.0
511210205001486,24870094.0,275173956.0
511210202011434,171519715.0,171519719.0
511210202011436,24866094.0,196301652.0
511210205001488,275173951.0,171523156.0
511210202011430,171519739.0,979698926.0
511210206001271,171527044.0,171527043.0
51121020300693,171519862.0,171519860.0
51121020300694,171519862.0,171519860.0
511210202011447,338869909.0,171519392.0
511210206001270,171527015.0,915024003.0
511210205001485,171523170.0,171523211.0
511210202011428,171519744.0,949531428.0
51121020300696,171519862.0,171519863.0
511210206001274,915040491.0,171522337.0
511210205001480,171523394.0,171523395.0
511210206001272,915040492.0,915040505.0
511210205001474,171523394.0,171523330.0
51121020300691,338858856.0,171519887.0
511210206001276,915040491.0,171522337.0
511210206001261,915040492.0,915040505.0
511210208001001,171520587.0,221993694.0
51121020300680,915040813.0,915040814.0
511210202011426,171519744.0,949531428.0
51121020300686,338858856.0,171519887.0
511210202011429,171519739.0,1045496769.0
511210206001267,171527015.0,915024003.0
51121020300681,915040813.0,915040814.0
511210205001479,171523394.0,171523330.0
51121020300685,338858856.0,171519887.0
511210206001265,915040492.0,915040505.0
511210206001269,915040492.0,915040505.0
511210206001262,915040492.0,915040505.0
51121020300689,338858856.0,171519887.0
511210205001496,171523473.0,171523475.0
511210202011422,171519739.0,979698926.0
51121020300687,338858856.0,171519887.0
511210208001002,918469868.0,918469869.0
511210206001264,171527015.0,915024003.0
51121020300688,338858856.0,171519887.0
511210205001492,171523170.0,171523211.0
511210206001268,171527015.0,915024003.0
511210205001491,171523169.0,171523156.0
511210202011421,171519744.0,949531428.0
511210205001490,171523170.0,171523211.0
511210202011420,171519744.0,949531428.0
511210202011425,171519739.0,1045496769.0
511210202011424,171519744.0,949531428.0
511210202011427,171519739.0,1045496769.0
511210205001469,171523318.0,171523291.0
51121020300683,338858860.0,171521311.0
511210205001495,171523475.0,171523416.0
51121020300682,915040813.0,915040814.0
51121020300672,171519501.0,171519631.0
511210202011412,171519739.0,1045496769.0
51121020300673,171519501.0,171519631.0
511210202011406,1045496770.0,171519739.0
511210202011407,171519739.0,1045496769.0
511210202011404,171519739.0,1045496769.0
51121020300675,171519599.0,948233012.0
511210202011411,171519739.0,1045496769.0
511210206001266,915040492.0,915040505.0
51121020300669,171519501.0,171519631.0
511210202011405,171519739.0,1045496769.0
511210202011409,24866779.0,171519744.0
511210206001248,171527015.0,915024003.0
511210202011408,171519739.0,1045496769.0
511210206001247,171527044.0,171527043.0
511210206001249,915040492.0,915040505.0
511210206001244,171527015.0,915024003.0
511210207001216,24867100.0,171520988.0
511210206001243,171527044.0,171527043.0
511210206001246,171527015.0,915024003.0
511210207001215,24867100.0,171520988.0
511210207001213,24867100.0,171520988.0
511210206001245,915040492.0,915040505.0
511210207001214,24867100.0,171520988.0
511210202011482,171519366.0,171519369.0
511210206001240,335455498.0,243541330.0
511210207001219,24867100.0,171520988.0
511210207001218,24867100.0,171520988.0
511210206001242,171527015.0,915024003.0
511210202011483,171519366.0,171519369.0
511210206001241,171527015.0,915024003.0
511210202011480,171519355.0,171519345.0
511210202011481,171519366.0,171519369.0
511210202011486,1045496772.0,1045496771.0
511210202011487,171519715.0,976093250.0
511210202011484,171519354.0,171519371.0
511210202011485,171519348.0,171519369.0
511210207001217,24867100.0,171520988.0
511210203001888,171519590.0,171519577.0
51121020300670,171519501.0,171519631.0
511210206001256,915040492.0,915040505.0
511210203001889,171519590.0,171519577.0
511210202011418,171519739.0,1045496769.0
511210202011416,171519739.0,1045496769.0
51121020300674,171519501.0,171519631.0
51121020300678,171519501.0,171519631.0
511210202011488,976093250.0,976096712.0
51121020300677,171519631.0,948233012.0
511210206001259,915040492.0,915040505.0
511210206001258,171527015.0,915024003.0
51121020300676,171519501.0,171519631.0
511210204001620,171521527.0,171521524.0
511210206001255,915040492.0,915040505.0
511210202011489,976093250.0,976096712.0
511210203001898,243541087.0,335463345.0
511210204001614,171521514.0,171521524.0
511210204001616,171521514.0,171521524.0
511210203001894,243541087.0,335463345.0
511210204001622,171521524.0,171521521.0
511210203001897,171519590.0,171519577.0
511210204001613,171521514.0,171521524.0
511210203001893,243541087.0,335463345.0
511210204001618,171521527.0,171521524.0
511210203001891,243541087.0,335463345.0
511210204001612,171521514.0,171521524.0
511210203001895,171519590.0,171519577.0
511210204001617,171521527.0,171521524.0
511210203001892,243541087.0,335463345.0
511210204001615,171521524.0,171521521.0
511210206001239,335455493.0,243541329.0
511210203001890,243541087.0,335463345.0
511210206001236,171522196.0,171522168.0
511210203001896,171519590.0,171519577.0
51121020300684,338858860.0,171521311.0
511210204001619,171521528.0,171521527.0
511210206001250,171527015.0,915024003.0
511210205001493,171523170.0,171523211.0
511210202011417,171519739.0,979698926.0
511210206001251,171527015.0,915024003.0
511210205001497,171523475.0,171523416.0
511210202011419,171519744.0,949531428.0
51121020900299,171525503.0,918459968.0
511210204001621,171521527.0,171521524.0
511210207001222,1045480260.0,1045480265.0
511210207001205,24867100.0,24867098.0
511210207001203,171520785.0,171520547.0
511210207001220,915016097.0,915016098.0
511210207001204,24867100.0,24867098.0
51121020900297,171525503.0,918459968.0
511210206001235,171522185.0,171522166.0
511210206001234,171522196.0,171522168.0
511210202011470,171519355.0,171519345.0
511210207001206,171520820.0,171520801.0
511210202011472,171519355.0,171519345.0
511210207001207,171520820.0,171520801.0
511210207001209,171520820.0,976093693.0
511210202011475,171519355.0,171519345.0
511210207001208,171520820.0,171520801.0
511210202011477,171519355.0,171519345.0
511210206001231,171522196.0,171522219.0
511210206001230,171522194.0,171522196.0
511210202011476,171519355.0,171519345.0
511210203001899,171519590.0,171519577.0
511210207001223,1045480260.0,1045480267.0
511210202011479,171519355.0,171519345.0
511210204001610,171521514.0,171521524.0
51121020900296,915005259.0,918461175.0
511210202011478,171519355.0,171519345.0
511210202011474,171519355.0,171519345.0
511210207001202,171520785.0,171520547.0
511210202011473,171519355.0,171519345.0
511210206001232,171522194.0,171522196.0
51121020900298,171525503.0,918459968.0
511210202011471,171519355.0,171519345.0
511210206001237,171522196.0,171522168.0
511210206001252,171527015.0,915024003.0
511210204001605,171521514.0,171521524.0
511210207001221,24880534.0,171526742.0
511210204001600,171521514.0,171521524.0
51121020900290,915001790.0,171524810.0
511210202011415,171519739.0,1045496769.0
511210206001260,171527015.0,915024003.0
51121020900291,24880019.0,915001790.0
511210206001263,171527015.0,915024003.0
511210206001233,171522196.0,171522219.0
511210206001238,171522196.0,171522168.0
511210204001603,171521514.0,171521524.0
511210206001254,915040492.0,915040505.0
51121020900294,918461175.0,335462279.0
511210206001229,171522194.0,171522196.0
511210206001228,171522196.0,171522219.0
511210207001212,24867100.0,171520988.0
511210204001609,275449128.0,171521524.0
511210206001224,171522194.0,171522196.0
511210204001607,171521514.0,171521524.0
511210206001227,171522196.0,171522219.0
511210206001226,171522196.0,171522219.0
51121020900293,918461175.0,335462279.0
511210202011460,171519441.0,275499218.0
511210207001211,24867100.0,171520988.0
511210202011465,171519354.0,171519371.0
511210204001606,171521514.0,171521524.0
511210204001602,171521514.0,171521524.0
511210206001221,171522196.0,171522219.0
511210204001608,171521514.0,171521524.0
511210204001604,171521514.0,171521524.0
511210206001222,171522196.0,171522219.0
511210202011463,171519441.0,171519417.0
511210203001866,171522543.0,171522671.0
511210204001640,171521514.0,338858502.0
511210207001210,24867100.0,171520988.0
511210202011461,171519441.0,171519417.0
51121020900292,24880019.0,915001790.0
511210204001634,171521528.0,171521527.0
51121020900295,918461175.0,335462279.0
511210202011467,171519354.0,171519371.0
511210202011469,171519357.0,171519359.0
511210202011459,275499218.0,171519433.0
511210203001867,171522543.0,171522671.0
511210204001641,171521519.0,171521514.0
511210206001223,171522194.0,171522196.0
511210204001601,171521514.0,171521524.0
511210202011466,171519354.0,171519371.0
511210203001875,171522675.0,171522671.0
511210203001870,171522543.0,171522671.0
511210203001872,171522543.0,171522671.0
511210204001638,171521519.0,171521514.0
511210204001643,171521519.0,171521514.0
511210204001636,171521519.0,171521514.0
511210206001211,335455525.0,335455521.0
511210206001219,171522168.0,171522219.0
511210206001214,335455554.0,335460619.0
511210203001871,171522543.0,171522671.0
