TID,long,lat,load
51121100114,-80.36677963553504,37.11359552212863,477.07319999999993
51121100115,-80.37438,37.11483,2141.7891999999997
51121100116,-80.37462582480298,37.11570929641063,529.5052
51121100117,-80.37474873720446,37.11614894461595,1479.8267999999998
51121100118,-80.37499456200743,37.11702824102658,1524.1076
51121100119,-80.426,37.249,4082.4116000000004
51121100120,-80.4249719020298,37.248630683253424,3416.3976000000002
51121100121,-80.4244578530447,37.24844602488014,4339.8279999999995
51121100122,-80.42394380405959,37.248261366506846,2043.7084
51121100123,-80.4234297550745,37.24807670813356,5602.4656
51121100124,-80.42291570608938,37.24789204976027,2734.2108000000003
51121100125,-80.40114827335323,37.1980764278741,654.5187999999999
51121100126,-80.40096654670647,37.198502855748195,1821.3060000000003
51121100127,-80.4007848200597,37.198929283622284,281.29679999999996
51121100128,-80.40060309341293,37.19935571149638,1867.7683999999997
51121100129,-80.40042136676617,37.19978213937048,808.4127999999998
51121100130,-80.41691999999999,37.24893,6364.1864
51121100131,-80.41712682217857,37.248510912953925,3239.2136
51121100132,-80.41683,37.2492,1693.4648
51121100133,-80.36598209182442,37.1953017917992,2034.7676000000006
51121100134,-80.36578418364884,37.19572358359841,2640.8196
51121100135,-80.36558627547326,37.19614537539761,1380.9715999999999
51121100136,-80.36538836729768,37.19656716719682,648.588
51121100137,-80.3651904591221,37.19698895899602,1906.9052000000001
51121100138,-80.36499255094652,37.19741075079523,599.1884
51121100139,-80.36479464277095,37.19783254259443,500.80680000000007
51121100140,-80.39351204702898,37.11402994087358,6010.7044000000005
51121100141,-80.39304409405796,37.11377988174716,2107.2140000000004
51121100142,-80.39257614108693,37.11352982262074,1135.4036
51121100143,-80.39210818811593,37.11327976349432,2247.7120000000004
51121100144,-80.3916402351449,37.113029704367904,4197.814
51121100145,-80.39117228217388,37.11277964524148,1120.3211999999999
51121100146,-80.39023637623184,37.112279526988644,4153.7184
51121100147,-80.38976842326082,37.11202946786222,986.8048000000001
51121100148,-80.38489625970787,37.111772330744564,2077.1155999999996
51121100149,-80.38329503883148,37.11219932297828,3606.8548
51121100150,-80.38276129853934,37.112341653722844,1139.9471999999998
51121100151,-80.40103639537004,37.19932467508201,4783.9352
51121100152,-80.40139459305507,37.19897701262301,320.78479999999996
51121100153,-80.4017527907401,37.19862935016402,2525.5627999999997
51121100154,-80.40211098842514,37.19828168770502,4751.248
51121100155,-80.31487066666666,37.27727733333333,3303.6715999999997
51121100156,-80.316896,37.278896,4299.102
51121100157,-80.31892133333332,37.28051466666667,5449.7988000000005
51121100158,-80.329048,37.288608,1622.9292
51121100159,-80.33107333333334,37.29022666666667,5632.514
51121100160,-80.33309866666667,37.291845333333335,7314.818000000001
51121100161,-80.38854164198597,37.19839622486032,1034.2131999999997
51121100162,-80.3894849259579,37.198888674580964,1307.8663999999999
51121100163,-80.39042820992982,37.1993811243016,2196.1188
51121100164,-80.4229,37.24668,1735.6684
51121100165,-80.42342965393036,37.24652611406078,1619.6276000000003
51121100166,-80.4239593078607,37.24637222812155,9034.9952
51121100167,-80.43217629820595,37.2904623385643,436.0964
51121100168,-80.37243509547679,37.29082601245972,1767.7948000000001
51121100169,-80.4303,37.290490000000005,2885.2944000000007
51121100170,-80.40595,37.19623,462.832
51121100171,-80.40641277344119,37.196486758071536,1458.7052
51121100172,-80.40687554688239,37.19674351614308,3235.2536
51121100173,-80.40826386720596,37.1975137903577,5297.9328000000005
51121100174,-80.40872664064716,37.19777054842923,1869.6916000000003
51121100175,-80.40918941408835,37.19802730650077,4590.9236
51121100176,-80.40965218752955,37.19828406457231,1188.9592000000002
51121100177,-80.41011496097073,37.19854082264385,15202.908000000003
51121100178,-80.3864141905052,37.11252740090855,1657.0972000000006
51121100179,-80.38696838101042,37.1126048018171,1873.8504
51121100180,-80.38752257151563,37.112682202725644,2424.1924
51121100181,-80.39322200000001,37.284952000000004,1120.0767999999998
51121100182,-80.394334,37.286204000000005,759.306
51121100183,-80.39767,37.28996,342.22880000000004
51121100184,-80.399338,37.291838,953.9816000000001
51121100185,-80.41064666666668,37.296102000000005,1492.1496000000002
51121100186,-80.41251333333334,37.293646,1872.3600000000004
51121100187,-80.42135689742537,37.29178990221347,968.3044
51121100188,-80.4198413845522,37.293689413280866,2581.8700000000003
51121100189,-80.41953828197757,37.29406931549434,902.9224
51121100190,-80.4189320768283,37.294829119921296,569.0959999999999
51121100191,-80.33625,37.299678,2588.8740000000003
51121100192,-80.3346,37.30013066666667,331.2419999999999
51121100193,-80.33295,37.300583333333336,4166.2376
51121100194,-80.328,37.30194133333333,3541.5828
51121100195,-80.31975,37.304204666666664,424.41720000000004
51121100196,-80.3181,37.30465733333333,6725.4528
51121100197,-80.38757966758553,37.197928380829616,857.2892
51121100198,-80.38708933517107,37.19770676165924,430.6204
51121100199,-80.38561833792765,37.197041904148094,710.1728
51121100200,-80.38463767309872,37.196598665807336,2625.5440000000003
51121100201,-80.44415293817555,37.25964024224756,3134.1195999999995
51121100202,-80.44375587635108,37.25932048449513,1967.6912000000002
51121100203,-80.4240779902847,37.29332219417725,2651.2231999999995
51121100204,-80.42239983874232,37.2926254493624,957.5616000000001
51121100205,-80.42289306457054,37.29343574893733,741.1512000000001
51121100206,-80.42273610580733,37.29407879041738,1464.9748
51121100207,-80.42208831742202,37.29481637125214,1959.5823999999998
51121100208,-80.44239669552363,37.25745108675565,1518.9716000000003
51121100209,-80.44291008657085,37.25825326026696,1042.1567999999997
51121100210,-80.44316678209447,37.25865434702262,1442.2536
51121100211,-80.4418240238938,37.25667693577376,1652.3296
51121100212,-80.44119207168137,37.25593080732128,6808.0952
51121100213,-80.44087609557515,37.25555774309503,2946.8940000000002
51121100214,-80.44024414336272,37.254811614642556,1192.8687999999997
51121100215,-80.43992816725651,37.25443855041631,773.8503999999999
51121100216,-80.43803137265355,37.27932399480731,3337.6372
51121100217,-80.37918617418902,37.286025677554356,4519.9983999999995
51121100218,-80.44807,37.256440000000005,1977.1008000000002
51121100219,-80.44760873416308,37.2566989040504,2059.4248
51121100220,-80.44714746832616,37.2569578081008,609.888
51121100221,-80.44622493665233,37.2574756162016,2370.8896
51121100222,-80.4457636708154,37.257734520252,4617.0448
51121100223,-80.44530240497848,37.2579934243024,480.54439999999994
51121100224,-80.44437987330464,37.2585112324032,739.306
51121100225,-80.4434573416308,37.259029040504,541.9356
51121100226,-80.43307,37.27957,1811.2511999999997
51121100227,-80.4347383267371,37.27979244356495,292.63519999999994
51121100228,-80.43529443564947,37.27986659141993,2693.7387999999996
51121100229,-80.43640665347421,37.2800148871299,2732.6684
51121100230,-80.44813370825875,37.2559923656556,409.7648
51121100231,-80.44832483303502,37.25464946262239,4397.3224
51121100232,-80.44838854129377,37.25420182827798,6060.838
51121100233,-80.44857966607003,37.252858925244766,2276.2635999999998
51121100234,-80.44864337432878,37.25241129090036,925.9284
51121100235,-80.44870708258755,37.25196365655596,3049.0948
51121100236,-80.26574333333333,37.324086666666666,1024.3136000000002
51121100237,-80.26261533333333,37.32602666666667,757.5296
51121100238,-80.26157266666667,37.32667333333333,3192.7824
51121100239,-80.26105133333334,37.326996666666666,4121.7744
51121100240,-80.38800574919348,37.113597188759094,1056.8552
51121100241,-80.38795362379022,37.11404578313864,709.6327999999999
51121100242,-80.38784937298372,37.11494297189774,4509.6732
51121100243,-80.29318,37.29018,2028.7332000000001
51121100244,-80.29541666666667,37.28782666666667,2273.2792000000004
51121100245,-80.36404697660828,37.200816837192995,347.66159999999996
51121100246,-80.36460395321654,37.200883674385985,3603.632
51121100247,-80.40133,37.19765,2962.4088000000006
51121100248,-80.40150289171103,37.197221228556664,774.9064000000001
51121100249,-80.40326,37.20169,3051.232
51121100250,-80.40338788935198,37.200794774536156,2338.8156
51121100251,-80.43408511256962,37.2882392410549,1016.2943999999998
51121100252,-80.43216067541773,37.28988544632942,280.43640000000005
51121100253,-80.4212565444957,37.29109526246,3038.3992000000003
51121100254,-80.39937308151876,37.200988065567685,754.778
51121100255,-80.39890616303752,37.200736131135365,1264.4620000000002
51121100256,-80.41894414124084,37.28928967483195,1194.7756
51121100257,-80.39214066666666,37.203244000000005,2494.93
51121100258,-80.391396,37.203106000000005,2841.0788000000002
51121100259,-80.38990666666666,37.202830000000006,2403.9635999999996
51121100260,-80.389162,37.202692000000006,613.1024
51121100261,-80.38841733333334,37.202554000000006,2300.5996
51121100262,-80.386928,37.202278,2270.7052
51121100263,-80.38618333333334,37.20214,2619.5364000000004
51121100264,-80.38320466666666,37.201588,1976.1311999999998
51121100265,-80.43123210584295,37.28951571743315,751.3968
51121100266,-80.37246,37.289320000000004,2081.8668000000002
51121100267,-80.37518,37.200109999999995,251.6756
51121100268,-80.37526294818817,37.20100860537177,2395.9736000000003
51121100269,-80.3753873704704,37.20235651342942,1495.722
51121100270,-80.40404000000001,37.2009,883.1480000000001
51121100271,-80.38821,37.1115,1705.5936000000002
51121100272,-80.38926632789597,37.11181019152501,454.06160000000006
51121100273,-80.40388,37.2005,1690.7684
51121100274,-80.38813774244386,37.11239920514311,453.10960000000006
51121100275,-80.40992146352114,37.2004612544467,2064.3320000000003
51121100276,-80.43236,37.278729999999996,2252.598
51121100277,-80.42744257111262,37.277777269221076,1988.0696
51121100278,-80.396074,37.31443866666667,5967.852000000001
51121100279,-80.413344,37.307432,4215.032399999999
51121100280,-80.420252,37.30462933333334,1611.6311999999998
51121100281,-80.42716,37.30182666666667,3893.0712000000003
51121100282,-80.43752200000002,37.29762266666667,5027.8616
51121100283,-80.440976,37.296221333333335,289.3327999999999
51121100284,-80.40057964176457,37.293528451361034,312.07800000000003
51121100285,-80.38811,37.1127,2317.8095999999996
51121100286,-80.36774443571784,37.29626941362861,2549.8696
51121100287,-80.36824217858917,37.29802706814302,3020.3280000000004
51121100288,-80.44604938958655,37.23171559208567,1522.7576
51121100289,-80.44549877917309,37.23181118417134,442.2632
51121100290,-80.2930816605283,37.30226255807631,7559.0160000000005
51121100291,-80.40148073505536,37.298270068191876,404.052
51121100292,-80.40309268401444,37.29600773053976,1009.316
51121100293,-80.40028587460459,37.29892292930881,5046.6684
51121100294,-80.31511,37.3001,979.8163999999998
51121100295,-80.31593486711516,37.30318401809473,1991.3764
51121100296,-80.40347,37.20022,520.5996
51121100297,-80.29066999999999,37.2911,534.9344
51121100298,-80.29158666666666,37.29778066666667,1279.3315999999998
51121100299,-80.29175333333332,37.29899533333333,2084.066
51121100300,-80.45369000000001,37.230909999999994,6049.5412
51121100301,-80.45328606419295,37.23122409491204,3508.4572000000003
51121100302,-80.45288212838588,37.23153818982408,6842.969599999999
51121100303,-80.45247819257882,37.23185228473612,293.17560000000003
51121100304,-80.45207425677177,37.23216637964816,1972.0683999999999
51121100305,-80.45167032096471,37.232480474560205,1517.6099999999997
51121100306,-80.4496506419294,37.234050949120416,3977.2891999999993
51121100307,-80.44924670612234,37.23436504403246,779.6332
51121100308,-80.44843883450821,37.23499323385654,313.232
51121100309,-80.36370513998489,37.295197098098505,595.4436000000001
51121100310,-80.34553,37.297862,2332.3772
51121100311,-80.34697333333334,37.29770933333334,8437.7708
51121100312,-80.35996333333333,37.29633533333334,2242.4999999999995
51121100313,-80.31091818937387,37.30339310842369,1380.2220000000002
51121100314,-80.30948520883719,37.30094434421543,2245.5155999999997
51121100315,-80.4466,37.23162,547.3068
51121100316,-80.44716334902786,37.23161200923365,1910.7116
51121100317,-80.27507,37.319886,5880.8452
51121100318,-80.27775,37.318912,7576.7008
51121100319,-80.28847,37.315016,3978.2763999999997
51121100320,-80.29115,37.314042,3577.5912
51121100321,-80.29651,37.312093999999995,11406.6244
51121100322,-80.30455,37.309172,2856.6444
51121100323,-80.30991,37.307224,2977.5339999999997
51121100324,-80.26513200000001,37.306004,1094.5235999999998
51121100325,-80.26138933333333,37.30810866666666,2735.232000000001
51121100326,-80.41396750254346,37.297746154628754,1108.7484
51121100327,-80.42503,37.23332,418.216
51121100328,-80.42448480254609,37.23343374623139,862.6196000000001
51121100329,-80.42393960509217,37.23354749246278,718.9000000000001
51121100330,-80.4240450096355,37.23255274535453,1398.6832000000002
51121100331,-80.39350999999999,37.27105,2611.7064
51121100332,-80.39294919683242,37.27109587670483,522.3492
51121100333,-80.39238839366483,37.27114175340965,3597.2712
51121100334,-80.3907059841621,37.27127938352412,476.3023999999998
51121100335,-80.38958437782694,37.271371136933766,529.458
51121100336,-80.38902357465936,37.27141701363859,2705.7292
51121100337,-80.3879019683242,37.27150876704823,6133.838
51121100338,-80.38734116515663,37.271554643753056,369.5964
51121100339,-80.38678036198905,37.27160052045788,6916.0792
51121100340,-80.438,37.213390000000004,1486.252
51121100341,-80.43746717246023,37.21324382607316,6399.0956
51121100342,-80.43693434492046,37.21309765214632,13128.769200000002
51121100343,-80.40361,37.199529999999996,457.884
51121100344,-80.40196173198113,37.197197153727494,1028.3784
51121100345,-80.38203719485267,37.27255501545444,1693.8416
51121100346,-80.381451584558,37.2717850463633,5116.868
51121100347,-80.40361,37.199529999999996,1211.2671999999998
51121100348,-80.39625866666667,37.180531333333334,309.22520000000003
51121100349,-80.39628733333333,37.17989266666667,803.6008
51121100350,-80.39634466666666,37.17861533333333,2520.6472000000003
51121100351,-80.39637333333333,37.177976666666666,2742.454
51121100352,-80.396402,37.177338,2354.2512
51121100353,-80.396488,37.175422000000005,2966.858
51121100354,-80.39651666666667,37.17478333333334,4924.2716
51121100355,-80.39660266666667,37.172867333333336,4692.6264
51121100356,-80.39663133333333,37.17222866666667,3020.0092000000004
51121100357,-80.39666,37.17159,1135.5108
51121100358,-80.27229866666666,37.314926,1355.7572
51121100359,-80.274028,37.314254000000005,337.33480000000003
51121100360,-80.27575733333333,37.313582000000004,2317.092
51121100361,-80.27835133333333,37.312574000000005,5270.955999999999
51121100362,-80.28094533333332,37.311566,4071.9335999999994
51121100363,-80.26844000000001,37.306614,776.0712000000001
51121100364,-80.26880666666666,37.315465333333336,700.9136000000002
51121100365,-80.40323000000001,37.19962,1891.4
51121100366,-80.39262,37.31584,420.7912
51121100367,-80.38922266666665,37.316926,2180.0148
51121100368,-80.38582533333333,37.318012,4183.6024
51121100369,-80.38242799999999,37.319098000000004,1413.7788
51121100370,-80.37563333333333,37.32127,1714.9992
51121100371,-80.36883866666666,37.323442,4030.8104
51121100372,-80.36544133333334,37.324528,8672.563999999998
51121100373,-80.34845466666667,37.329958,421.1464000000001
51121100374,-80.34505733333334,37.331044,2711.3264
51121100375,-80.40496999999999,37.199059999999996,1360.5480000000002
51121100376,-80.40439011445942,37.1977905208436,424.9728
51121100377,-80.40183904372078,37.19784274470981,1774.4263999999998
51121100378,-80.4328683647523,37.232146867497576,349.904
51121100379,-80.4327967295046,37.23259373499515,3469.8844
51121100380,-80.39795,37.18098,254.97680000000003
51121100381,-80.39739222834744,37.18104161431045,1017.8036000000002
51121100382,-80.3968344566949,37.18110322862091,1381.9612000000002
51121100383,-80.42027,37.23413,1307.1544000000001
51121100384,-80.42136192149971,37.233098263149884,1819.7903999999999
51121100385,-80.40443266666666,37.18122466666667,1830.626
51121100386,-80.40499533333333,37.18090933333334,535.6547999999999
51121100387,-80.405558,37.180594000000006,480.72280000000006
51121100388,-80.40612066666667,37.180278666666666,2257.6472000000003
51121100389,-80.40780866666667,37.17933266666667,3872.006
51121100390,-80.40837133333332,37.179017333333334,3990.3751999999995
51121100391,-80.40893399999999,37.178702,2389.7932
51121100392,-80.41118466666666,37.17744066666666,1414.498
51121100393,-80.41174733333332,37.17712533333333,1626.4316000000001
51121100394,-80.44674,37.23261,924.8404
51121100395,-80.44561429947579,37.232568613951315,893.9848000000001
51121100396,-80.4216804754623,37.234311901944864,284.16919999999993
51121100397,-80.42124095092461,37.23459380388973,1673.4644
51121100398,-80.3409857653578,37.26160643280064,473.75239999999997
51121100399,-80.34106153071562,37.26205286560128,1585.2435999999998
51121100400,-80.34136459214686,37.263838596803836,1411.51
51121100401,-80.34144035750468,37.26428502960448,3066.8428
51121100402,-80.38674306075264,37.27249326069963,1551.5324
51121100403,-80.38690459112894,37.27292489104945,548.7328
51121100404,-80.438,37.213390000000004,1933.4152000000001
51121100405,-80.43819945060275,37.213811339398305,7002.993200000001
51121100406,-80.4383989012055,37.21423267879661,4759.9516
51121100407,-80.43859835180824,37.21465401819491,2039.3719999999998
51121100408,-80.43879780241099,37.215075357593214,458.0615999999999
51121100409,-80.37223,37.18226,2646.5588
51121100410,-80.37176600000001,37.18314133333333,950.6360000000001
51121100411,-80.371302,37.184022666666664,564.4331999999999
51121100412,-80.37107,37.18446333333333,235.33239999999998
51121100413,-80.37060600000001,37.185344666666666,3371.7912000000006
51121100414,-80.370374,37.185785333333335,2748.7464
51121100415,-80.36991,37.18666666666667,237.6392
51121100416,-80.36967800000001,37.18710733333334,442.44320000000016
51121100417,-80.369214,37.18798866666667,4832.3508
51121100418,-80.40296136868028,37.183039241677534,2455.8716
51121100419,-80.40345273736057,37.18222848335506,4623.5832
51121100420,-80.42207190693836,37.23307862105631,1564.7436000000002
51121100421,-80.40769,37.181979999999996,1062.9028
51121100422,-80.40717608359381,37.18216410415317,1715.7868
51121100423,-80.4066621671876,37.18234820830635,1142.3679999999997
51121100424,-80.40563433437521,37.182716416612706,5214.928800000001
51121100425,-80.40512041796902,37.18290052076589,1221.1763999999998
51121100426,-80.40409258515662,37.183268729072246,6252.3976
51121100427,-80.40357866875041,37.183452833225424,7870.403200000001
51121100428,-80.40306475234422,37.1836369373786,4585.8868
51121100429,-80.40255083593802,37.18382104153178,4468.061599999999
51121100430,-80.4032,37.17686,834.2248
51121100431,-80.40335313832088,37.177752684358325,792.7312
51121100432,-80.40342970748132,37.178199026537484,270.87120000000004
51121100433,-80.4035828458022,37.17909171089581,304.3295999999999
51121100434,-80.342202,37.26594333333334,2860.9208000000003
51121100435,-80.342844,37.26689666666667,5164.062
51121100436,-80.343486,37.26785,418.6012
51121100437,-80.344128,37.26880333333334,390.56600000000003
51121100438,-80.34477,37.26975666666667,7775.098
51121100439,-80.345412,37.27071,2874.4811999999997
51121100440,-80.34669600000001,37.27261666666667,2400.8288000000002
51121100441,-80.34733800000001,37.27357000000001,1045.5848
51121100442,-80.34798,37.274523333333335,1775.9372000000003
51121100443,-80.348622,37.27547666666667,5936.6556
51121100444,-80.349906,37.27738333333334,948.0623999999998
51121100445,-80.350548,37.27833666666667,7642.696400000002
51121100446,-80.42017728605241,37.234197263060025,1295.3508
51121100447,-80.42061,37.232690000000005,1383.3996
51121100448,-80.42029641856591,37.2340181096032,435.05800000000005
51121100449,-80.42061,37.232690000000005,603.5396000000001
51121100450,-80.44672,37.23335,331.11400000000003
51121100451,-80.421749085029,37.231879497190896,668.3603999999999
51121100452,-80.37620428487455,37.263907183892336,694.0576
51121100453,-80.37565856974908,37.26379436778467,6638.740400000001
51121100454,-80.37456713949815,37.26356873556933,1871.9987999999998
51121100455,-80.37292999412178,37.26323028724633,3189.8252
51121100456,-80.37238427899632,37.26311747113866,3041.7364
51121100457,-80.37183856387085,37.263004655031,4661.511200000001
51121100458,-80.3712928487454,37.26289183892332,2026.0048000000002
51121100459,-80.37074713361994,37.26277902281566,3663.4255999999996
51121100460,-80.42275264075046,37.23326693537944,700.6096
51121100461,-80.42328528150092,37.23341387075887,1179.8483999999999
51121100462,-80.40309172481186,37.179073944688,447.14560000000006
51121100463,-80.4025734496237,37.17889788937599,2449.6688
51121100464,-80.40205517443556,37.178721834063985,665.5628
51121100465,-80.40153689924742,37.17854577875198,3259.9752
51121100466,-80.40101862405926,37.17836972343998,3433.4900000000002
51121100467,-80.37788,37.26555,2027.4032000000002
51121100468,-80.37654266666667,37.266312666666664,688.8484
51121100469,-80.37587400000001,37.266694,353.48800000000006
51121100470,-80.37453666666667,37.26745666666667,4897.482
51121100471,-80.373868,37.267838,3308.9964
51121100472,-80.37253066666668,37.268600666666664,2507.8495999999996
51121100473,-80.37052466666667,37.26974466666667,1772.3384
51121100474,-80.36918733333334,37.270507333333335,2292.3288000000002
51121100475,-80.36851866666667,37.270888666666664,1434.2047999999998
51121100476,-80.44661338605748,37.23171465854932,1586.9548000000002
51121100477,-80.38642,37.27163,472.01399999999995
51121100478,-80.38485016586888,37.272132807508996,605.7272
51121100479,-80.38432688782518,37.27230041001199,973.5003999999999
51121100480,-80.38380360978148,37.272468012514985,2074.5088
51121100481,-80.38328033173777,37.27263561501798,2317.5684
51121100482,-80.38275705369406,37.27280321752098,1137.4907999999998
51121100483,-80.44767411969907,37.23253828622615,935.3504
51121100484,-80.44690235909724,37.233194858678466,370.3164
51121100485,-80.42061,37.232690000000005,704.0952000000002
51121100486,-80.41975,37.23242,471.9903999999999
51121100487,-80.39291999999999,37.23772,830.0691999999999
51121100488,-80.3925020274782,37.238022148810934,1668.2875999999997
51121100489,-80.39487,37.23723,2748.888
51121100490,-80.39475708745785,37.23767138539203,765.4867999999999
51121100491,-80.44672,37.23335,1474.2852
51121100492,-80.44673608356473,37.23380033981235,344.8003999999999
51121100493,-80.39327,37.23695,428.23439999999994
51121100494,-80.39273519742392,37.236808113602265,2472.8688
51121100495,-80.40630754229772,37.26594708529658,1765.376
51121100496,-80.40589508459546,37.266254170593164,746.6139999999999
51121100497,-80.39465,37.23809,1308.9284000000002
51121100498,-80.3946,37.23703,825.7528
51121100499,-80.39407711305005,37.23719789947934,763.7088
51121100500,-80.3935542261001,37.237365798958685,724.3123999999999
51121100501,-80.39506833386217,37.23725333227565,937.0924
