Object_ID,Longitude,Latitude
147,-121.748139,40.997448
148,-121.84944,40.986361
149,-121.977594,40.986197
150,-121.992906,40.922568
151,-121.990798,40.847462
152,-121.469814,39.722892
153,-123.127934,39.361786
154,-121.345226,39.90521
155,-119.497508,37.203233
156,-119.519352,37.253718
157,-120.21811,38.497914
159,-120.644807,39.324613
160,-120.645375,39.324592
161,-120.635467,39.337679
162,-120.11168,38.18653
163,-120.370325,38.139048
164,-122.745,38.777
165,-120.492645,38.449291
166,-118.707104,36.163076
168,-120.549572,38.420898
169,-121.098525,38.889862
170,-119.504724,37.15105
171,-122.335317,41.978914
172,-122.358127,41.975716
173,-122.360455,41.985605
174,-122.43678,41.932981
175,-96.2525,31.4219
176,-112.8533,38.4889
177,-117.3364,33.1361
179,-115.392026,32.673097
180,-118.1009,33.7688
181,-118.4795,34.0969
182,-119.2396,37.2042
183,-119.3069,37.2
184,-119.386623,37.148517
185,-119.4898,37.139
186,-119.3289,37.2096
187,-119.30681,37.200062
188,-118.573339,37.273581
189,-118.531957,37.301962
190,-118.501714,37.323035
191,-118.4797,37.3344
192,-118.4628,37.3499
193,-118.524804,35.588069
194,-117.397119,34.155162
195,-117.9792,33.6439
196,-118.87988,36.461326
197,-118.862023,36.465066
198,-118.835645,36.486059
199,-118.436233,35.776185
200,-118.77959,35.460303
201,-118.2248,33.7641
202,-119.172015,38.042729
203,-119.337983,37.220302
204,-119.1689,34.1292
205,-119.2161,37.944237
206,-119.158936,37.257045
207,-118.395,33.8504
208,-119.123284,37.766954
209,-117.2418,34.0818
210,-117.058481,34.14522
211,-117.099091,34.107245
212,-118.788868,36.13568
213,-119.3339,46.4711
214,-120.8507,38.2569
215,-118.2782,34.1556
216,-93.498266,47.287206
217,-119.9675,37.896649
218,-120.299254,37.809388
219,-119.953233,37.877667
220,-88.123827,41.494636
221,-115.030975,32.705435
222,-115.126103,32.705428
223,-115.219067,32.705341
224,-114.713858,32.736642
225,-115.54,32.802222
228,-118.656638,34.587237
229,-118.556988,37.437921
230,-118.04389,36.443421
231,-118.494449,34.318248
232,-118.413377,34.103931
233,-117.956667,36.109722
234,-118.2656,33.7706
235,-118.09913,33.764741
236,-118.569167,37.51
237,-118.523889,37.41416
238,-118.492778,34.312778
239,-118.427648,33.918151
241,-118.590001,37.546036
242,-118.391327,34.244991
243,-120.26859,37.584345
244,-120.31009,37.522065
245,-120.890856,39.177903
246,-120.8352,39.2184
247,-120.076983,38.202569
248,-120.034072,38.246656
249,-120.605,37.876111
250,-121.278784,39.551012
251,-121.491247,39.531784
254,-118.1494,34.126
256,-120.406069,39.077971
257,-120.596383,39.024801
258,-120.746651,39.003372
259,-120.725053,39.000999
261,-120.537089,38.82881
262,-120.53176,38.83405
263,-120.324503,38.982697
264,-120.378292,38.896511
265,-120.787366,38.765336
266,-117.3344,34.2056
267,-121.492188,39.542985
268,-121.630077,39.514893
269,-120.420152,37.695994
270,-120.4436,37.6697
271,-121.158443,38.70675
272,-122.626973,40.646934
273,-122.446441,40.611858
274,-121.220198,38.63735
275,-122.422274,40.717455
276,-121.047718,37.098671
277,-114.140222,34.295334
278,-121.0772,37.0692
279,-122.467509,40.628115
280,-122.762553,40.797296
281,-121.191666,39.330833
282,-121.270409,39.238996
283,-117.016566,33.166246
284,-104.6144,38.2667
285,-105.8947,37.4594
286,-105.332495,40.004725
287,-105.7088,39.6551
288,-104.964548,39.807275
289,-104.5747,38.2081
290,-108.7347,39.1364
291,-105.6978,39.6919
292,-108.345556,39.101667
294,-107.226876,39.57013
295,-105.202,40.0195
296,-117.4971,33.8343
297,-117.6106,33.85895
298,-117.1831,33.8361
299,-118.09917,34.004722
300,-117.95517,33.92493
301,-117.1889,33.3944
302,-117.82905,33.9001
303,-120.4706,37.6508
304,-106.10467,37.753606
305,-104.833333,38.824444
306,-104.816944,38.881389
307,-104.933056,38.855556
308,-104.973802,38.841354
310,-102.2795,40.9505
311,-108.177545,43.417872
312,-103.5468,37.9876
313,-103.2159,38.0647
314,-102.537915,38.033327
315,-122.7559,38.7903
316,-104.487492,37.178979
317,-107.337483,38.453191
318,-105.509665,40.376771
319,-107.539299,38.451753
320,-105.223804,40.421031
321,-106.332725,39.878805
322,-105.534308,40.34408
323,-105.236032,40.364996
324,-105.325074,40.365056
325,-108.044088,39.19366
326,-108.004777,39.143808
327,-107.185,40.4856
328,-108.5069,38.2383
329,-121.316966,39.048802
330,-86.476449,31.400255
331,-120.381883,38.850283
332,-121.393336,38.652731
334,-73.4349,41.5826
335,-72.7942,41.2925
336,-73.491984,41.659046
337,-73.5989,41.0289
338,-73.108976,41.209797
339,-72.1019,41.4281
340,-72.471643,42.610683
341,-118.111059,48.620336
343,-73.295321,41.44842
344,-73.1714,41.3833
345,-72.0458,41.5725
346,-72.041829,41.555425
347,-72.693616,41.915312
348,-73.369297,41.957272
349,-73.116267,41.798943
350,-72.579075,41.554944
351,-72.6524,41.7495
352,-81.1678,28.4822
353,-73.120886,41.776109
354,-72.1677,41.3107
355,-73.1844,41.1706
356,-74.131877,41.828814
357,-72.064935,41.52679
358,-72.050936,41.538955
359,-107.6131,36.8061
360,-114.942666,32.711611
361,-115.28245,32.699451
362,-73.208056,44.4917
363,-75.5371,39.7302
364,-75.626811,39.600408
365,-75.50384,39.73886
366,-75.2341,38.5857
367,-75.6289,39.7283
368,-75.546628,39.176222
369,-76.5389,39.18
370,-122.4358,48.4558
371,-80.7644,28.4698
372,-81.7831,26.6967
373,-80.1984,26.0686
374,-80.1253,26.0856
375,-80.0525,26.7653
376,-81.3256,28.8419
377,-80.3308,25.4356
378,-121.783333,47.699167
379,-81.492778,27.579444
380,-73.6805,42.9126
381,-121.16143,40.07531
382,-82.635278,27.758056
383,-82.6977,28.9656
384,-82.661507,28.003262
385,-121.092982,38.835182
386,-82.601759,27.859535
387,-83.180556,30.376389
388,-87.2244,30.5661
389,-85.7003,30.2686
390,-82.4036,27.7944
391,-81.7625,33.1427
392,-82.3878,29.7592
393,-82.3208,29.6461
394,-80.47,25.4756
395,-81.625967,30.364818
396,-81.5525,30.4172
397,-80.0677,26.612767
398,-108.787681,43.219017
399,-81.9228,28.0797
400,-81.9229,28.0801
402,-119.558008,37.071846
403,-80.780124,28.493232
404,-84.4,30.4522
405,-84.200673,30.162304
406,-84.863869,30.708571
407,-106.242778,41.835278
408,-81.0927,24.710833
409,-93.635,40.0786
410,-85.091552,32.661976
411,-84.9222,34.1256
412,-83.5406,34.7939
413,-84.1376,31.6028
414,-85.0805,32.60965
415,-85.3456,34.2528
416,-84.4758,33.8239
417,-85.167786,32.813836
418,-83.841922,33.320773
419,-121.59338,39.893491
420,-81.546165,31.213645
421,-84.3827,33.9684
422,-83.501073,34.755269
423,-84.995585,32.498791
424,-84.9969,32.5163
425,-83.2028,33.1403
426,-83.375475,34.731332
427,-83.4063,34.7504
428,-83.3519,34.7133
429,-84.8986,33.4622
430,-83.342642,34.681477
431,-81.145,32.0411
432,-82.051242,33.562644
433,-117.5257,34.10345
434,-120.312033,37.816447
435,-83.941996,31.847697
436,-83.940734,31.844708
437,-82.8219,34.3564
438,-84.282222,34.883889
439,-84.08765,34.959153
440,-84.077367,34.162279
441,-84.7282,34.1637
442,-85.065237,31.624501
443,-97.085758,36.71979
452,-101.6681,41.2114
453,-72.035894,44.326335
455,-112.101852,43.420221
456,-98.194733,29.87056
458,-96.963806,33.068473
459,-70.220851,44.099461
460,-75.109,43.3121
461,-112.8764,42.7778
462,-115.070986,42.913786
463,-116.8975,44.8367
464,-115.977858,42.944869
465,-116.0483,44.5256
466,-114.78012,42.66701
467,-114.906172,42.865783
468,-114.903611,42.841608
469,-113.885307,45.183368
470,-114.4033,42.5975
471,-116.3791,43.2435
472,-114.836722,42.740542
473,-114.3553,42.5892
474,-114.924692,42.767422
475,-114.885542,42.864267
476,-111.497326,44.07863
477,-111.793967,42.53675
478,-111.748531,42.267774
479,-111.696689,42.64455
480,-116.053056,48.084444
481,-116.953889,47.703333
483,-116.2977,46.5143
484,-112.04541,43.491398
485,-112.062602,43.468398
486,-112.050953,43.552695
487,-121.0591,39.0096
488,-111.205752,43.334849
489,-116.99859,48.180245
490,-89.6631,40.5958
491,-89.4031,39.0586
492,-89.511161,37.6577
493,-88.27,41.39
494,-88.1153,41.4931
495,-89.496389,39.590556
496,-89.6786,40.5408
497,-90.310278,41.726111
498,-87.8133,42.3833
499,-88.0629,41.6334
500,-87.6533,41.8508
501,-88.858889,37.2094
502,-89.8544,38.205
503,-90.08,40.2797
504,-89.315,41.3028
505,-90.534021,41.509959
506,-122.7677,38.8348
507,-89.0756,42.4511
508,-118.6867,34.8158
509,-90.1764,38.6642
510,-119.257764,46.982514
517,-88.638761,40.24611
518,-89.914444,38.425556
520,-89.6849,38.7412
521,-88.541331,38.094683
523,-89.1123,41.3237
524,-84.646624,30.388517
525,-89.464872,41.375528
526,-88.159444,40.312222
530,-89.602389,39.754803
531,-89.600512,39.757327
532,-89.641653,39.806868
535,-87.731025,42.115589
536,-88.953114,37.619747
537,-85.4206,38.7378
538,-85.965,41.6928
539,-111.705304,42.603349
540,-86.1322,41.665
541,-86.196867,39.711319
542,-86.4183,39.48517
543,-86.1667,39.7631
544,-87.2525,38.5281
545,-87.1225,41.645
546,-86.9086,41.7208
547,-86.76,40.7803
548,-86.7528,40.6564
549,-87.4244,39.9242
550,-87.2472,38.8067
551,-84.964,38.7795
552,-85.9714,40.0969
553,-85.8381,38.2636
554,-87.604879,37.969116
555,-87.3275,37.9111
556,-87.5172,38.0211
557,-78.8294,35.0986
558,-111.621491,39.255911
559,-86.8992,40.048889
560,-86.0575,40.7551
561,-87.154472,40.939528
562,-84.8953,39.8028
563,-91.1675,43.3359
564,-91.7781,42.1011
565,-90.697657,42.069987
566,-92.859444,42.0474
567,-91.639167,41.944039
568,-91.563999,41.671877
569,-90.4481,41.54
570,-95.8408,41.18
571,-93.619499,41.590218
572,-96.361707,42.299794
573,-92.6932,43.0563
574,-91.116667,40.7412
575,-91.3719,40.3965
577,-95.3026,42.6736
578,-93.6089,42.0258
579,-94.766474,41.444224
580,-95,41.409
582,-90.4167,42.25
583,-92.4253,40.7031
586,-92.476,42.512
587,-92.4394,42.5267
588,-91.532705,42.280827
594,-94.7498,43.2397
598,-95.315283,41.644542
600,-95.3153,43.4301
606,-95.0347,41.9067
607,-90.665,42.035556
608,-91.174927,43.023733
609,-95.148339,43.326083
610,-92.5228,41.586026
611,-91.551221,40.971826
612,-91.0569,41.3917
616,-92.414873,41.016346
618,-95.62596,43.08713
620,-96.169166,43.429444
621,-95.7261,43.405
622,-95.144257,43.144585
627,-92.4636,42.1926
629,-92.0222,42.1697
632,-91.26405,41.569128
634,-91.019456,41.587748
635,-94.0126,41.3372
636,-94.3472,41.1136
637,-95.2569,43.1606
638,-101.5319,39.7581
639,-101.038202,39.403001
640,-100.7619,37.1611
641,-99.9497,37.7328
642,-98.8689,38.41
643,-94.698704,37.072616
644,-97.521667,37.7903
645,-94.6456,38.3481
646,-97.413611,37.5967
647,-97.874722,38.0906
648,-95.269167,39.0072
649,-95.568889,39.0539
651,-99.763073,37.193787
652,-96.97193,37.678454
657,-95.749953,38.193441
658,-95.4586,37.6953
659,-97.127211,39.373966
660,-95.612689,37.037344
661,-101.058372,39.394414
662,-98.583436,38.354514
665,-94.839318,37.507709
666,-101.705188,39.341622
668,-99.8417,39.3582
669,-98.7747,38.513
670,-95.73155,39.4735
671,-95.425572,37.923076
672,-99.893587,38.080332
673,-94.651389,39.0867
674,-94.6381,39.1492
676,-99.308333,38.531667
677,-99.099984,38.176167
678,-98.152993,39.03719
679,-97.68335,38.363411
682,-100.5289,39.8217
683,-95.827658,38.633183
684,-94.960069,38.501719
686,-95.279742,38.615579
687,-98.7433,37.6359
688,-98.856944,38.893333
690,-101.810082,39.770868
691,-98.7602,37.9953
692,-101.751525,38.890552
695,-99.27793,39.43619
697,-96.9795,39.7306
698,-97.4057,37.261372
699,-97.011,37.2354
700,-100.8956,37.9703
701,-82.6176,38.1707
702,-84.7028,37.7864
703,-84.71257,37.78831
704,-85.035,38.7497
705,-84.5194,38.0794
706,-84.7247,37.8297
707,-85.8892,38.1831
708,-85.9103,38.0525
709,-85.7792,38.2832
710,-85.841704,38.223592
711,-85.702331,38.280278
712,-88.2211,37.0217
713,-87.0608,37.7942
714,-84.2383,38.2049
715,-88.2692,37.0131
716,-86.9783,37.2608
717,-88.775,37.1517
718,-85.147,36.8691
719,-86.7911,37.9631
720,-87.5028,37.6469
721,-87.5019,37.6461
722,-84.5919,36.9981
723,-91.1864,30.4922
724,-91.1864,30.4922
725,-93.2911,30.2844
726,-91.1164,30.2743
727,-92.261111,30.8439
728,-91.5425,29.822222
730,-90.461694,30.005067
731,-90.1458,29.9472
732,-92.0792,32.7047
733,-93.7611,32.5181
734,-93.9597,32.7047
735,-90.7225,29.5806
736,-91.368333,30.726111
737,-92.272174,30.234627
738,-91.3556,30.6739
740,-68.4306,44.5442
743,-70.201499,44.135332
744,-70.5525,43.6136
745,-70.611553,43.687688
746,-69.967819,43.920486
747,-70.2544,43.6436
748,-70.4472,43.4956
749,-70.203715,44.134572
750,-70.209378,44.152854
751,-69.8658,45.4592
753,-69.710404,44.548544
754,-69.681841,44.569872
755,-69.652232,44.534397
757,-69.583527,44.629517
758,-70.5583,43.5708
759,-70.1567,43.7508
760,-70.602125,43.66687
761,-69.71828,44.763875
762,-69.8703,44.9589
763,-69.9064,45.0703
764,-68.0026,46.848
765,-67.9556,46.71
767,-76.365119,39.323604
768,-76.6047,39.2663
769,-76.5268,39.1781
770,-76.5087,39.4217
771,-76.221761,39.442836
772,-76.5636,39.2986
773,-76.5133,39.2369
774,-76.629537,39.26604
775,-75.837679,37.994134
776,-75.8208,38.4878
777,-79.413,39.523
778,-76.6861,38.5444
779,-77.4644,39.2097
780,-76.9767,38.3592
781,-76.1752,39.6572
782,-76.0769,38.7786
783,-71.3983,42.2672
784,-71.0675,42.3908
785,-70.578,41.9438
786,-71.446441,42.140028
787,-71.0792,42.3633
789,-70.5097,41.7694
790,-72.6014,42.2086
791,-72.6097,42.1919
792,-72.6036,42.2119
793,-72.594432,42.200592
795,-72.9561,42.69118
796,-72.5793,42.5875
797,-72.864663,42.117112
798,-73.2058,42.4433
799,-72.7308,42.5914
800,-72.48643,42.157896
801,-72.409521,42.176047
802,-72.595,42.095
803,-73.235486,42.336215
804,-70.9672,42.235
806,-70.928314,42.542949
807,-71.1061,41.8653
808,-83.804505,44.561961
810,-85.939565,44.259135
811,-83.571947,44.472624
812,-85.664462,43.437322
813,-83.840074,43.644996
814,-83.676274,44.455518
815,-83.440722,44.435381
816,-84.7039,45.0306
817,-85.629866,43.486618
818,-85.819968,44.36286
819,-86.20074,42.910296
820,-83.7208,44.4631
821,-86.4447,43.8942
822,-84.131691,44.661114
823,-86.3146,42.323
825,-84.756601,45.766859
826,-83.628589,43.156746
827,-84.9025,42.9528
828,-84.095181,42.658653
829,-83.1019,42.2947
830,-83.2581,41.9631
831,-83.4425,42.5497
832,-83.3464,41.8906
833,-83.0381,42.45
834,-83.2383,43.8264
835,-83.4569,42.7106
836,-83.4561,42.7108
837,-83.1119,42.2739
838,-83.185,42.1225
839,-82.4719,42.7642
840,-83.6422,42.2639
841,-83.1808,42.1217
843,-86.256291,45.955014
845,-86.3289,41.9439
846,-86.35105,41.839566
849,-85.6694,41.8436
850,-85.7505,41.8056
851,-87.395,46.5789
852,-88.4558,46.7553
853,-88.6625,46.7261
854,-89.2089,46.6964
855,-88.2189,45.9472
856,-87.8011,45.5136
858,-88.125121,45.807956
859,-88.1958,45.9553
860,-88.210514,45.990781
862,-87.802178,45.482084
863,-87.6494,45.3547
864,-83.976005,42.068197
866,-86.235,43.0706
867,-86.2379,43.0598
868,-86.366256,43.704076
869,-84.6319,41.9061
870,-84.55808,42.71839
871,-84.657222,42.692222
872,-87.403579,46.575965
873,-87.410455,46.571639
874,-87.392206,46.530598
875,-84.9411,42.2717
876,-85.506408,46.351975
878,-84.895555,42.868611
879,-84.6014,43.4019
882,-85.5381,41.9711
884,-83.1453,42.2081
885,-86.0558,42.8067
886,-84.41723,46.37437
887,-84.333257,45.391984
888,-84.29497,45.36282
889,-83.3278,43.4659
890,-82.9388,43.7217
891,-85.426,43.8393
892,-85.8551,42.731
893,-84.9141,43.4016
894,-92.1619,47.5306
895,-94.3592,45.8614
896,-93.6528,47.2611
897,-92.293897,46.666768
898,-92.448619,46.726627
899,-94.369094,45.975013
900,-92.151711,46.735331
902,-92.421733,46.709126
903,-94.3775,46.305
904,-92.3333,46.655
905,-91.7639,47.9344
906,-93.2501,44.8108
907,-94.1408,45.5756
908,-93.254163,44.982359
909,-93.1117,44.9314
910,-93.042,44.781
911,-92.7786,45.03
912,-93.8493,45.3338
913,-92.6333,44.622
914,-92.516912,44.5692
915,-93.2753,45.0203
916,-94.61564,43.988158
917,-94.0009,44.1967
918,-96.043252,46.290641
919,-95.932794,43.63711
920,-95.379722,45.889167
921,-95.602777,45.314444
922,-93.0504,43.866
923,-94.101667,43.6375
924,-93.790522,45.041378
925,-95.843333,46.8175
926,-93.5781,45.3158
928,-94.4647,43.6579
929,-94.1582,44.7709
930,-90.357222,47.750278
931,-95.53455,44.811685
932,-92.935,47.4294
933,-94.368433,44.895741
935,-92.9848,44.2718
936,-94.219697,44.106888
938,-94.53515,45.128164
939,-96.201944,43.654444
940,-95.792118,44.446585
943,-93.295137,45.877088
945,-93.5731,44.5431
946,-94.4581,44.3159
947,-92.979042,45.510601
948,-93.23,44.0833
950,-93.587244,45.569468
952,-95.1178,44.5431
953,-94.725191,44.298116
956,-96.179176,48.114262
958,-92.540951,47.522428
960,-95.4429,44.0399
961,-95.053236,45.121705
963,-95.609234,43.63349
964,-93.2081,45.601
965,-93.558447,45.296797
966,-94.009673,45.229073
967,-88.4919,30.34
968,-88.7461,32.2925
969,-89.0286,30.4392
970,-90.9306,32.2831
971,-90.21297,32.356954
972,-90.562662,34.1845
973,-90.4211,32.8458
974,-88.8054,30.8889
975,-89.3004,31.528
976,-89.08555,32.030155
977,-94.58926,37.361315
978,-94.4778,39.1306
979,-93.9348,38.3114
980,-94.5606,39.1228
981,-92.2206,38.5935
982,-92.584928,40.224525
983,-94.3444,37.8503
984,-94.277689,38.78758
985,-94.184445,39.178319
986,-94.8773,39.7246
987,-92.847701,37.9385
988,-90.837686,38.562244
989,-90.3358,38.4017
990,-92.6239,38.2044
991,-90.290247,38.915479
992,-90.834722,37.520833
993,-94.339,40.245
994,-94.344385,38.264408
995,-93.5016,39.3515
996,-94.299431,37.176646
997,-93.564112,39.783388
998,-92.316768,38.964646
999,-93.7691,37.6936
1000,-92.68,39.1406
1001,-91.94778,38.868095
1002,-93.953889,39.917222
1003,-93.714748,39.073315
1004,-94.3261,39.0919
1005,-94.411522,39.094574
1006,-94.3804,39.1067
1007,-94.392957,39.055954
1008,-89.6606,37.3847
1009,-91.7206,40.4225
1010,-90.0521,36.2338
1011,-92.4896,40.0244
1012,-92.4689,39.7378
1013,-89.9682,36.5531
1014,-93.2064,39.1228
1015,-92.181,40.4578
1016,-91.7325,39.6525
1017,-93.261944,37.108611
1018,-93.010018,40.476742
1019,-93.3086,36.597
1020,-89.5617,36.5147
1021,-92.6381,39.5522
1022,-104.74,47.0539
1023,-105.7953,46.4112
1024,-111.261442,47.521331
1025,-111.194969,47.5375
1026,-111.887341,46.765941
1027,-112.0047,46.9915
1028,-114.2339,47.6777
1029,-111.060898,47.581737
1031,-111.2045,47.5344
1032,-111.122546,47.569939
1033,-115.358237,47.593155
1035,-115.73361,47.96048
1036,-114.01443,48.341521
1037,-107.957515,45.307406
1039,-95.8464,40.3883
1040,-100.19561,41.421928
1042,-99.6392,41.4031
1044,-100.176836,40.286178
1046,-99.7011,40.6942
1047,-100.397905,40.959405
1048,-99.8178,40.6936
1049,-99.7447,40.6839
1050,-102.471547,41.092589
1051,-96.9601,40.6253
1053,-97.119202,41.254652
1055,-96.7292,42.276
1058,-96.4623,41.4281
1059,-98.3269,40.9228
1060,-98.420055,40.583155
1061,-98.38863,40.598839
1064,-96.710667,40.80788
1066,-95.8475,40.6806
1067,-96.177778,40.6756
1068,-97.3283,41.4639
1069,-96.786177,40.558652
1070,-97.577857,40.187928
1071,-99.100753,40.703511
1072,-100.6508,40.2214
1074,-100.7594,41.0864
1075,-96.7847,40.5589
1076,-98.656283,42.809337
1077,-95.922682,41.251488
1078,-95.94466,41.32909
1079,-95.970603,41.170594
1080,-98.926144,41.604164
1085,-99.3698,41.641588
1086,-102.977836,41.145634
1088,-99.143707,42.599377
1090,-96.61155,41.211798
1093,-96.71345,41.844936
1096,-115.0507,36.0875
1097,-119.1322,39.1281
1098,-119.525,39.5625
1099,-72.000975,44.325053
1100,-71.8742,44.3356
1101,-72.5146,42.77165
1102,-72.303642,43.667927
1103,-71.47208,43.00223
1104,-71.717683,43.597849
1105,-71.6579,43.447219
1106,-71.509441,43.165524
1107,-71.195354,44.408278
1108,-71.465662,43.101699
1109,-71.94889,43.11055
1110,-71.494398,44.595117
1111,-71.4692,43.1411
1112,-70.7842,43.0978
1113,-71.178062,44.469463
1114,-71.2069,43.8478
1115,-74.6364,39.2908
1117,-74.2062,39.8143
1118,-74.352336,40.476525
1119,-75.163889,40.565833
1120,-74.0244,40.8375
1121,-74.879172,40.076611
1122,-74.1206,40.7372
1123,-74.096464,40.737283
1124,-74.2072,40.6217
1125,-75.5358,39.4625
1126,-74.2469,40.5558
1127,-75.0347,39.4889
1128,-108.4814,36.69
1129,-106.5472,31.8047
1130,-103.301469,32.714224
1131,-106.6019,35.171
1132,-108.4386,36.8006
1133,-103.3533,32.7131
1134,-108.19202,36.725138
1135,-106.464167,35.384444
1136,-73.974981,41.571247
1137,-74.0497,41.8217
1138,-74.6358,41.8194
1139,-73.986452,42.291275
1140,-74.046678,41.848191
1141,-73.815798,42.350889
1142,-74.200035,40.591564
1143,-73.9742,40.7281
1144,-74.0051,40.6635
1145,-73.9807,40.7052
1146,-73.9527,41.270556
1147,-74.020833,40.648611
1148,-73.946111,40.759167
1149,-73.99115,40.771285
1150,-73.9515,40.768
1151,-73.647881,40.616689
1152,-72.210277,40.961706
1153,-73.647473,40.827149
1154,-73.342323,40.923565
1155,-73.078507,40.949696
1156,-72.864976,40.96159
1157,-72.381977,40.899997
1158,-72.3761,41.1059
1159,-73.348573,40.695485
1160,-73.6219,44.695
1161,-76.9483,42.6789
1162,-74.1861,43.9719
1163,-73.7492,44.6389
1164,-73.5967,44.7053
1165,-76.6336,42.6028
1166,-73.763752,42.594196
1167,-74.860265,44.660338
1168,-74.741349,43.019113
1169,-75.3331,43.9275
1170,-75.9531,43.5317
1171,-75.813151,44.000122
1172,-74.753442,44.506474
1173,-75.059441,44.211407
1175,-74.9583,44.5839
1176,-75.6806,44.0381
1177,-79.346631,42.491467
1178,-75.200831,43.909714
1179,-75.49052,44.638365
1180,-75.277923,43.922831
1181,-75.288322,43.927536
1182,-74.5372,43.0092
1183,-74.9856,44.7989
1184,-74.849177,44.527491
1185,-75.0742,44.2217
1186,-73.9725,44.4372
1187,-76.418984,43.32411
1188,-78.3906,43.2358
1189,-76.420841,43.323441
1190,-74.9733,44.6192
1191,-75.6511,44.0217
1192,-75.4042,44.6172
1193,-76.4961,43.4436
1194,-75.3731,43.9247
1195,-74.9331,44.5306
1196,-78.691551,43.170948
1197,-74.764347,43.061017
1198,-73.508886,42.920374
1199,-75.7967,44.0117
1200,-75.970318,43.524103
1201,-74.306288,44.877326
1202,-76.4739,43.4003
1203,-75.1364,43.8719
1204,-76.41,43.5211
1205,-74.9975,44.8053
1206,-75.0042,44.7439
1207,-76.5319,43.4586
1208,-76.4153,43.3161
1209,-76.4172,43.3156
1210,-74.8258,44.63
1211,-74.566217,44.233419
1212,-75.147734,43.291861
1213,-74.8228,44.5178
1214,-74.9803,44.835
1215,-75.1961,44.2678
1216,-73.707983,42.78498
1217,-73.5989,42.8992
1218,-73.582107,43.096823
1219,-75.8942,43.9775
1220,-73.7094,43.2797
1221,-75.2433,43.9206
1222,-74.8831,44.5133
1223,-73.7556,43.2339
1224,-74.7614,44.4553
1225,-73.8853,43.2978
1226,-74.976473,44.642181
1227,-75.321877,43.927002
1228,-75.1567,43.2758
1229,-76.5056,43.4486
1230,-78.2394,43.3272
1231,-74.9997,44.7661
1232,-73.9689,41.2044
1233,-74.5106,41.8592
1234,-74.1653,41.1269
1235,-74.771383,41.537722
1236,-74.7578,41.4625
1237,-74.4186,41.4278
1238,-74.7828,41.5717
1239,-77.6098,43.1522
1240,-77.615,43.1611
1241,-77.6278,43.1803
1242,-78.0828,42.5042
1243,-73.5922,40.6561
