HID,County,Latitude,Longitude,EnergyKWH
51121020900337,121,37.1141907781226,-80.331647756149,7.50534
511210203001813,121,37.2751293706577,-80.4287351742179,13.85971
511210207001173,121,37.1971742984637,-80.4052526803079,12.81723
51121020900363,121,37.1145530569022,-80.3907418340912,18.392799999999998
51121020900368,121,37.1136836208557,-80.3808046086084,19.089059999999996
511210203001815,121,37.2761511934913,-80.4321720061694,13.76571
51121020900364,121,37.1140221909461,-80.3798749866226,10.00034
51121020900369,121,37.1134376383059,-80.381191940412,15.893690000000001
511210207001170,121,37.1963480841058,-80.4029696340891,26.840670000000003
51121020900333,121,37.1138356046133,-80.3317359770371,18.10404
511210207001179,121,37.1976006741452,-80.3991367778855,11.260530000000001
51121020900365,121,37.1160296229665,-80.3797943387101,10.493
51121020900335,121,37.114530109872,-80.3322017821247,27.654970000000002
511210203001818,121,37.2776998196166,-80.4392888628441,14.95641
51121020900362,121,37.1143764943417,-80.3931371220211,12.05452
511210203001821,121,37.2773644306719,-80.4261216917029,23.98923
51121020900366,121,37.1134047678049,-80.3809284957551,13.75802
51121020900361,121,37.1144716154639,-80.3929831141888,13.377880000000001
511210207001171,121,37.1973815059188,-80.404312728802,12.943629999999999
511210207001159,121,37.1967446950435,-80.4002914751853,41.68548
51121020900367,121,37.1136336701883,-80.3806022388792,15.764359999999998
511210204001693,121,37.2492790643232,-80.4273726692819,33.113080000000004
51121020900360,121,37.1147577634546,-80.3916222714002,12.14259
511210204001690,121,37.2490386546168,-80.4170073012803,36.34571
511210204001692,121,37.2495684754868,-80.4277119613048,32.63752
51121020900358,121,37.1148103600299,-80.3922795837638,10.87977
511210207001178,121,37.1974673400148,-80.4005341317542,22.85417
51121020900354,121,37.1144946064594,-80.3662450064926,10.03572
511210207001162,121,37.1966461003083,-80.3696389952277,16.08823
51121020900357,121,37.1141346444411,-80.3917970718082,12.73268
511210204001699,121,37.247208489252,-80.423093887414,32.44742
51121020900351,121,37.1141141418987,-80.373821695145,16.679699999999997
51121020900352,121,37.1145643178364,-80.374602177239,20.95313
511210203001816,121,37.2769437586178,-80.4323802093126,27.933130000000002
51121020900355,121,37.1142314404447,-80.3658210803088,17.09178
51121020900359,121,37.1143559141468,-80.3929572142954,10.410490000000001
511210204001697,121,37.2475249335192,-80.4235415285268,20.33361
51121020900356,121,37.1147985676254,-80.3652877939678,19.53594
511210207001177,121,37.1982176748535,-80.3998222743971,23.632559999999998
511210207001158,121,37.1967763504145,-80.4000438232551,25.49972
511210204001689,121,37.2485108774909,-80.4165248712552,25.33576
51121020900350,121,37.1153321038749,-80.3609241019655,20.144099999999998
511210207001163,121,37.1964626746188,-80.3691679674822,15.65582
51121020900334,121,37.1137374305714,-80.3314601999076,254.78312
511210207001136,121,37.1979633018034,-80.3982283957851,7.683379999999999
511210204001691,121,37.2489805380565,-80.4168682932676,17.50813
51121020900353,121,37.1138368323659,-80.3739096110219,10.389619999999999
511210207001160,121,37.197275227613,-80.4008736661446,19.02817
511210207001175,121,37.1969646820169,-80.3988150187311,17.358849999999997
511210204001695,121,37.2496612475841,-80.4275293267114,18.07922
511210203001820,121,37.277438938385,-80.4258275950407,20.050230000000003
511210207001176,121,37.1970571189539,-80.3992078363651,25.770509999999998
511210207001172,121,37.1974537004723,-80.4044363818221,26.83991
511210207001161,121,37.1963655984586,-80.368699447496,42.65211
511210203001846,121,37.2783161033706,-80.4384337940473,11.47075
511210207001156,121,37.1970980886152,-80.3655638922851,22.06391
51121020900303,121,37.1126014498757,-80.3917254888959,7.505379999999999
51121020900307,121,37.1121286870236,-80.3829696932399,14.05323
51121020900301,121,37.1134439343375,-80.3369012383812,18.93307
511210207001147,121,37.1995805546023,-80.4016252688215,32.75404
51121021300436,121,37.2928417232006,-80.3322132580975,27.627830000000003
511210207001168,121,37.1968677186997,-80.4032467139716,26.22157
511210207001154,121,37.1990861938629,-80.3903435156669,23.696090000000005
511210204001698,121,37.2469535478675,-80.4244296358156,29.169340000000002
51121020900304,121,37.113133919595,-80.3910264263332,16.28001
51121021300431,121,37.2919040775001,-80.4313064363042,15.255760000000002
511210207001152,121,37.1983259285623,-80.4025483592441,18.658620000000003
511210207001138,121,37.1967364493591,-80.3975408810493,15.796710000000001
51121021300434,121,37.2904224699876,-80.3292288393583,24.340880000000002
51121020900300,121,37.1131981708015,-80.3381037486534,18.0277
511210207001148,121,37.1998117661007,-80.4016553707851,17.33754
511210207001166,121,37.1969463161594,-80.3692525500179,23.494169999999997
511210207001167,121,37.1964297310154,-80.3688888356785,22.87301
51121020900302,121,37.1125736376294,-80.3386665230074,15.74572
511210207001165,121,37.1962985270467,-80.3687671638786,18.497049999999998
511210207001155,121,37.1990483784549,-80.3890916844867,17.570330000000002
511210204001696,121,37.2473631834053,-80.4245595524353,34.28084
51121021300435,121,37.2923673029058,-80.3288830866572,26.765199999999997
51121020900306,121,37.1133169273857,-80.3821862999192,11.915569999999999
51121021300426,121,37.2923571731686,-80.3722264961287,8.73833
51121021300432,121,37.2933478290168,-80.4294130919501,18.328949999999995
51121021300430,121,37.2937282143425,-80.4300269321185,22.95978
511210207001164,121,37.1964669420589,-80.3685927510251,33.60826
511210207001151,121,37.1987921302879,-80.4018011515096,19.75216
511210207001149,121,37.1989856533524,-80.4019171014626,27.06358
511210207001140,121,37.1978541279745,-80.4087211278614,16.79834
511210207001153,121,37.1984327576656,-80.4019552985535,47.47383
511210203001845,121,37.2783295516681,-80.437991771892,12.60603
511210207001143,121,37.1980223972592,-80.4098578631678,13.42366
511210203001850,121,37.278922642435,-80.4393163542565,15.04607
51121020900309,121,37.1137391992974,-80.3867337517151,15.32757
51121021300427,121,37.2910678124873,-80.3958858948728,18.6384
511210207001145,121,37.1967414692039,-80.4064602878071,20.63121
511210203001817,121,37.2772881261958,-80.4383962754567,76.20546
511210207001150,121,37.1983354322618,-80.402309416877,28.939169999999997
511210207001142,121,37.197201849458,-80.4082518206314,30.41912
51121020900308,121,37.112699768384,-80.3828839370424,19.18782
511210207001139,121,37.1978298732085,-80.4078397815648,22.694670000000002
51121021300433,121,37.2927861812976,-80.4113915293454,18.72632
511210203001849,121,37.2778955139783,-80.4399824239875,23.5044
51121021300444,121,37.2937845578509,-80.3780866550247,16.15588
51121021300446,121,37.2953584116604,-80.4180266800502,18.07776
511210203001847,121,37.2784647063164,-80.4392715413976,27.131490000000003
51121021300428,121,37.2920574938316,-80.3994588594449,32.96846
511210207001146,121,37.1996973344327,-80.4019788956533,30.660389999999996
511210207001137,121,37.1977643895007,-80.3982584767987,35.18689
51121021300442,121,37.2999525502672,-80.3367179051292,22.319190000000003
511210207001125,121,37.1968551901714,-80.3942740271622,18.066100000000002
511210207001131,121,37.1981984413786,-80.3877218448963,12.380889999999999
511210207001141,121,37.19687910457,-80.4070702328772,27.231039999999997
511210203001863,121,37.2594875296885,-80.4435721204392,40.93144
511210203001844,121,37.2777722553489,-80.4372491785625,37.82112
51121021300441,121,37.2931853243646,-80.4239468959984,19.874290000000002
511210207001133,121,37.1982634272483,-80.3884122131852,22.422579999999996
51121021300437,121,37.2923772539919,-80.4224089020918,16.31398
511210207001129,121,37.1971217499002,-80.3853455064081,25.157049999999998
51121021300447,121,37.2956885905043,-80.4209545953592,24.34748
511210207001134,121,37.1971475432722,-80.3983670779885,21.61261
511210203001861,121,37.2590184439089,-80.4432517129809,14.24982
511210203001855,121,37.2567545369488,-80.4423179904177,37.0612
51121021300429,121,37.2919301202932,-80.4237555777132,32.04815
511210203001856,121,37.2565518180163,-80.4420748310942,18.47525
511210203001862,121,37.2594348032664,-80.4440162536984,20.56354
51121020900305,121,37.1131191105918,-80.3909838644397,24.000400000000003
511210203001852,121,37.2788305256421,-80.437578050465,32.91934
511210207001126,121,37.1970806949853,-80.3943816400185,20.52077
511210207001130,121,37.1976163261391,-80.3870436585027,24.35092
511210203001857,121,37.2584172211891,-80.4427337694306,21.769080000000002
51121021300439,121,37.2920735334421,-80.3790223714504,22.49411
511210204001694,121,37.2493604259013,-80.4277028150392,47.93195
511210207001128,121,37.1972840725404,-80.3857314112863,21.4132
511210207001144,121,37.1974343637748,-80.4080810374388,57.81222
511210203001864,121,37.2565097784822,-80.4478602887241,19.637430000000002
51121021300445,121,37.2936317683656,-80.3306702037963,35.85514
511210203001853,121,37.2786202878603,-80.4360685160537,34.14504
511210203001860,121,37.2573838110309,-80.4423545536189,28.823529999999998
511210203001859,121,37.2572971873685,-80.4421912908853,30.988229999999998
511210203001851,121,37.2787714678897,-80.4390846529112,43.462410000000006
511210207001135,121,37.1982864687429,-80.3982375425291,15.511149999999997
511210203001865,121,37.2559907382823,-80.4477193770127,26.195379999999997
511210203001848,121,37.2780626852549,-80.4397153829479,47.200379999999996
51121021300438,121,37.2933530016574,-80.4194993700052,23.52114
51121021300440,121,37.2916449779891,-80.378649375749,28.45861
511210203001858,121,37.2587371736116,-80.442880032523,29.94032
51121021300443,121,37.3272925545895,-80.2607693532518,27.38609
51121020900321,121,37.1138636876182,-80.3871557223438,14.068610000000001
51121021300411,121,37.2897213615359,-80.3000936273967,10.89675
511210207001117,121,37.2010465379357,-80.3647835794353,10.74741
511210207001132,121,37.1980020773651,-80.387611009411,14.061819999999999
51121020900325,121,37.114486276069,-80.3324272187683,12.5135
511210207001127,121,37.1965574728837,-80.384633677133,40.015299999999996
511210207001157,121,37.1974327725616,-80.4013633293548,43.98334
51121020900320,121,37.1137495428152,-80.3870336892358,19.31379
511210203001854,121,37.2787157056913,-80.437648389139,48.78108
51121020900326,121,37.1159304936988,-80.3331413407559,19.711399999999998
511210207001114,121,37.200985862017,-80.4024319193506,16.27099
511210207001119,121,37.2007348984616,-80.3639253112855,13.261010000000002
51121021300407,121,37.2881556557937,-80.4343107825744,16.21059
511210203001828,121,37.2771893302787,-80.4373595407573,13.942060000000001
51121020900328,121,37.112079987765,-80.3309069633307,20.36118
51121020900324,121,37.1140835084808,-80.3397749129594,16.72812
51121021300404,121,37.2943438367099,-80.4197544975006,32.9089
51121020900329,121,37.1151510517594,-80.3327064424072,24.20225
51121021300414,121,37.2900715627732,-80.423277821144,11.7153
51121021300406,121,37.2912266052485,-80.421319975386,34.88327
511210203001831,121,37.2796046307905,-80.4419318002415,12.82132
511210203001827,121,37.2774913832143,-80.4375161379075,20.15511
51121021300412,121,37.2888914745225,-80.2974225901801,18.66111
511210203001832,121,37.2779671521295,-80.4377371490277,14.12896
511210207001115,121,37.2006181262084,-80.3984249672103,21.991739999999997
51121021300410,121,37.2881056777127,-80.4187254848251,21.01303
511210203001822,121,37.277154316542,-80.4259908105038,26.71375
51121020900323,121,37.1140824479725,-80.3403028197147,19.6143
511210207001123,121,37.2014144150793,-80.3873778342624,19.633020000000002
511210203001830,121,37.2792458755795,-80.4405952809111,36.236419999999995
511210203001823,121,37.2775212792308,-80.4246160282747,35.23797999999999
511210203001826,121,37.2775640567376,-80.4366804826771,24.05126
511210203001825,121,37.2774926313431,-80.4245211511495,31.43241
511210207001121,121,37.1995836695536,-80.3877874365544,17.88128
51121021300409,121,37.2896331196526,-80.4310644067206,23.552870000000002
51121021300405,121,37.2920786027825,-80.4215980234383,16.5815
51121021300423,121,37.2892877945873,-80.3732873309664,25.182460000000003
51121020900327,121,37.1125666206548,-80.3308698279295,17.63159
51121021300422,121,37.2899532814206,-80.4254679365471,13.91562
511210207001105,121,37.2003110044073,-80.3747538885553,11.19228
511210207001124,121,37.201622204262,-80.3872488721781,33.181729999999995
511210207001122,121,37.2006272633347,-80.3870930905905,17.78368
511210207001116,121,37.2011472576265,-80.3993037855181,24.24128
511210203001824,121,37.2771327251852,-80.4256813281424,35.04728
511210203001829,121,37.2784343430902,-80.4399003351261,34.1475
511210207001106,121,37.2010244440043,-80.4043868158543,20.21955
51121021300413,121,37.2881431333474,-80.3013516360823,20.86848
511210207001120,121,37.201125286006,-80.3748610457107,16.137330000000002
51121021300408,121,37.2899055057603,-80.4321285259056,9.08816
511210203001836,121,37.2779183575674,-80.4338649026802,15.28908
511210207001118,121,37.2006508597859,-80.3645292261239,19.81455
51121020900310,121,37.1136633873312,-80.386563017498,9.10561
51121020900322,121,37.1142515962171,-80.3885976203443,12.713109999999999
51121020900318,121,37.1136702132383,-80.3660080152483,14.14592
51121020900311,121,37.111259417575,-80.3883336551199,23.674370000000003
511210203001833,121,37.2769354529386,-80.432566261365,10.072119999999998
511210207001109,121,37.2004617385395,-80.4040862031214,18.328850000000003
511210203001834,121,37.2773004085983,-80.4321433356791,28.06556
51121021300479,121,37.3000200799144,-80.2772376890144,15.94902
51121020900315,121,37.1150003948499,-80.3880394614122,47.75528
51121020900312,121,37.1123815590827,-80.3884147788882,16.83077
511210207001112,121,37.200611963573,-80.4100082070952,39.18072
51121020900319,121,37.1135459323901,-80.3864538144364,12.961109999999998
511210203001842,121,37.2777502500468,-80.4255594103837,32.21288
511210203001835,121,37.2775482801758,-80.4259707266804,15.21599
511210207001104,121,37.2007135730372,-80.3746770733485,19.108610000000002
511210203001839,121,37.2777282917443,-80.4262376188312,24.778029999999998
511210207001113,121,37.200987433497,-80.4024739004382,35.768080000000005
511210203001837,121,37.2776747259335,-80.4330855203581,40.89579
511210203001843,121,37.2776759650068,-80.4259037574941,32.41948
51121021300416,121,37.2912446024011,-80.3378056186896,41.20691
511210203001840,121,37.277847706172,-80.427325184374,24.09721
511210207001107,121,37.2006483057996,-80.4041701786296,30.33367
51121021300421,121,37.2903102372709,-80.4269581333594,24.88943
51121020900316,121,37.1150557079906,-80.387492096172,16.14777
511210207001110,121,37.2006463659625,-80.4099089177944,27.01001
511210203001838,121,37.2774471590646,-80.4328910463028,23.94966
511210207001108,121,37.2010277568178,-80.4043233774329,16.655810000000002
51121020900314,121,37.1134941137045,-80.3883021636111,21.9091
51121021300425,121,37.291557950207,-80.3337659599249,27.99484
51121021300424,121,37.2915747692172,-80.3772885383499,13.84368
51121021300417,121,37.2905087339889,-80.340475282698,29.056350000000002
51121021300489,121,37.3161706555085,-80.4030610336923,11.126890000000001
51121021300477,121,37.3021442599725,-80.2709223495327,25.109260000000003
51121021300449,121,37.2939389348079,-80.3994644890606,14.04031
51121021300452,121,37.2940511555665,-80.4459121458439,21.49989
51121021300453,121,37.2957171321796,-80.4101700311523,32.36907
51121021300457,121,37.2965702679123,-80.2788288141461,14.334389999999999
51121021300476,121,37.2997659143696,-80.3262832127811,26.550900000000002
51121021300448,121,37.2939162785684,-80.4227616433034,22.2245
51121020900313,121,37.1128951396066,-80.3877635927712,22.712220000000002
51121021300458,121,37.2962734955183,-80.3677420186952,18.6448
51121020300592,121,37.2310288656296,-80.4460417266265,9.20719
51121021300467,121,37.2967135786099,-80.3259652725565,13.122630000000001
51121021300466,121,37.2956607773787,-80.3251483197647,18.72932
51121021300483,121,37.3020193469138,-80.2937588350838,24.79353
51121021300471,121,37.2979652426383,-80.4012356363572,18.84837
51121021300474,121,37.2981598566448,-80.2754983111922,23.7843
51121021300454,121,37.2959104364128,-80.4033245216822,36.85627
51121021300472,121,37.2984289665589,-80.3999030765808,30.266479999999998
51121020900317,121,37.113791201395,-80.3407406336848,14.34234
51121021300481,121,37.303508467138,-80.3151405744399,24.519080000000002
51121021300473,121,37.3009020790245,-80.2728988989734,44.95473
511210207001103,121,37.2003095549456,-80.4028567507676,18.332489999999996
51121021300475,121,37.2990136422445,-80.2928244611219,31.6481
51121020300593,121,37.2315839169486,-80.4460589990842,19.03484
51121021300482,121,37.3015231352964,-80.3342837741042,20.00307
511210207001111,121,37.2004642589747,-80.4099251620176,26.309340000000002
51121021300468,121,37.2956658335026,-80.3251649205051,18.75289
51121021300462,121,37.2911666979927,-80.2907146676304,20.95109
51121020300598,121,37.2322163615002,-80.4533257587159,9.45746
51121020300590,121,37.2316318708124,-80.4452195131453,12.6686
51121021300450,121,37.294852611361,-80.3629159504942,29.14168
51121021300451,121,37.2911524224883,-80.4505607332259,21.52637
51121021300455,121,37.2972207600115,-80.3621103379477,27.08658
51121021300495,121,37.3033738999831,-80.3104822031396,27.902330000000003
51121021300480,121,37.3000895609531,-80.27952101762,27.87086
51121021300460,121,37.2983280430594,-80.3464144806461,41.4516
51121021300469,121,37.2969306079886,-80.2777483387424,41.47162
51121021300418,121,37.2900167309014,-80.3414791973659,23.76496
51121021300464,121,37.2978458789306,-80.2911641123784,19.78708
51121021300498,121,37.2975708815014,-80.4402197195079,17.463169999999998
51121020300596,121,37.2315112378276,-80.4470849080621,18.98
51121021300463,121,37.2977165753844,-80.2909583447888,18.98971
51121020300595,121,37.2312872449139,-80.4470188278069,13.318850000000001
51121021300487,121,37.3003597391238,-80.3148269738813,32.62983
51121020300599,121,37.2324381093172,-80.4542500501912,24.40646
51121020300594,121,37.2314361377766,-80.4471854284778,17.6397
51121020300591,121,37.2313939187193,-80.4458012865636,21.45974
51121021300478,121,37.3000447319796,-80.2772504945694,30.60236
51121021300484,121,37.3005168519093,-80.3090996464289,28.750300000000003
51121021300419,121,37.2891245934229,-80.3463695410057,49.36675999999999
51121021300415,121,37.2906362111038,-80.293743881122,35.87813
51121021300420,121,37.2907103114092,-80.4283636401278,30.461980000000004
51121021300488,121,37.3149117402288,-80.2913896781239,25.978440000000003
51121021300459,121,37.2969215847361,-80.3604150554305,20.68528
51121021300499,121,37.3106986854558,-80.4277729683673,21.31793
511210203001841,121,37.2775708701769,-80.4264788732559,32.82761
51121021300456,121,37.3068444778862,-80.2601356385342,23.081479999999996
51121021300486,121,37.302118941915,-80.3144452464003,40.296949999999995
51121021300485,121,37.3001809060639,-80.3067273663585,43.61789
51121021300470,121,37.2965681298311,-80.2945282427483,32.8238
51121021300465,121,37.3028114332987,-80.2932492347471,36.48168
51121021300491,121,37.3163857472719,-80.2885413418844,28.337770000000003
51121021300461,121,37.2979778608884,-80.4138937866033,13.521349999999998
51121020300597,121,37.2321523458611,-80.4536861624922,15.34773
51121020300665,121,37.2315967719131,-80.4535636197215,18.400740000000003
51121020300660,121,37.2330596598729,-80.4237921530874,13.69525
51121020300661,121,37.2329342711177,-80.4240895853041,12.541240000000002
511210205001431,121,37.2709439528565,-80.3931543594689,31.478160000000003
511210207001198,121,37.1967802502947,-80.4034725886033,22.88064
511210202011400,121,37.2130363028961,-80.437533382555,19.2911
511210202011403,121,37.2128936877995,-80.4372426712326,18.84082
51121020300668,121,37.2324057833083,-80.4530563166826,21.48875
51121021300496,121,37.3031793318563,-80.3101747269351,26.80572
51121021300497,121,37.3032090851814,-80.318758634299,18.202099999999998
511210207001195,121,37.1998195303846,-80.4034322351881,21.65221
511210207001193,121,37.1970969053688,-80.4024727832586,25.496809999999996
511210205001432,121,37.2713943359608,-80.3818248305632,26.730870000000003
511210205001430,121,37.2713179066735,-80.38778364454,20.590010000000003
511210207001196,121,37.1995543732148,-80.4031136311057,32.93082
511210202011402,121,37.2128686140638,-80.4371633884833,39.58318
51121021300493,121,37.3045150231486,-80.2638098025001,31.021800000000002
511210208001026,121,37.1785912998237,-80.3942342370009,9.27306
51121021300494,121,37.3046638468778,-80.2808495852957,22.3831
51121020300664,121,37.2310797935413,-80.4535663747583,17.2332
511210207001190,121,37.1982302108829,-80.4021499485052,28.1265
511210208001029,121,37.1804140750628,-80.3560611010213,30.538490000000003
511210208001028,121,37.1781954631876,-80.3943350531719,15.515499999999998
51121020300667,121,37.2324245742775,-80.4531446075501,17.357080000000003
51121020300666,121,37.2320626205084,-80.4533416399491,19.10895
511210208001027,121,37.1787472581552,-80.3942329593705,16.37021
511210207001192,121,37.1973959096387,-80.4020492952757,22.715220000000002
51121021300490,121,37.3156407497242,-80.2680977297174,22.58459
511210205001434,121,37.2721448734337,-80.3922718522787,31.63823
511210207001197,121,37.1995494921326,-80.3905300516101,18.734450000000002
511210207001194,121,37.1997669894083,-80.4027137609673,16.21996
511210205001433,121,37.2714388326382,-80.3926284255603,27.234330000000003
51121020300663,121,37.2328901705034,-80.4914327643952,11.07288
51121021300492,121,37.3160360909287,-80.3923778926763,16.41382
511210208001025,121,37.1788396896928,-80.3938900074802,22.38721
511210207001199,121,37.1978992880797,-80.4047346425247,10.68811
511210207001191,121,37.19791963372,-80.4021500867783,29.830699999999997
51121020300652,121,37.2328059075415,-80.4320631372542,35.996809999999996
511210205001425,121,37.2708988302553,-80.3905173733911,25.156779999999998
511210205001424,121,37.2711684094726,-80.3885424962437,27.9086
51121020300662,121,37.2329464415387,-80.4911491914647,23.773739999999997
511210208001038,121,37.1810730187147,-80.3979181742179,11.360380000000001
51121020300656,121,37.2341525645478,-80.4204045059956,13.302800000000001
511210205001428,121,37.2711629991231,-80.3896903636026,28.055739999999997
51121020300658,121,37.2338612209467,-80.4210897991913,9.915709999999999
511210208001032,121,37.1809159871562,-80.4046098722087,11.26998
511210205001426,121,37.2714015282665,-80.3927987704277,31.027
511210208001035,121,37.1812094771518,-80.3966353405128,21.936439999999997
51121020300651,121,37.2332585589006,-80.4247738418614,12.25208
51121020300649,121,37.2324695666106,-80.4464987585315,16.273709999999998
51121020300659,121,37.2344117636823,-80.4208389335162,17.7973
51121020300653,121,37.2330054223782,-80.432122380901,14.34715
511210205001443,121,37.2639788243473,-80.3406285222646,38.21243
511210205001445,121,37.2645157733801,-80.340905846553,36.94903
511210205001427,121,37.2713920794299,-80.3928806271035,27.853839999999998
511210205001439,121,37.2731462876829,-80.3868401245052,19.28699
511210208001034,121,37.1802836704009,-80.3968354659584,13.91066
511210205001429,121,37.2713425089912,-80.3890929071332,21.72667
511210202011401,121,37.2134806224454,-80.4380979963634,18.861240000000002
511210205001442,121,37.2622055334015,-80.3406764928422,25.39531
511210208001039,121,37.1820751444671,-80.3719612152697,24.77748
511210205001444,121,37.2646366125178,-80.3407781402282,32.20522999999999
51121020300657,121,37.2330285546725,-80.4213478773792,17.05119
511210208001033,121,37.1806767522983,-80.3972344564834,31.30547
511210208001044,121,37.1823125129816,-80.4020788887845,15.063270000000001
511210208001030,121,37.1804580711751,-80.3562671987519,30.81491
51121020300654,121,37.2330202692165,-80.4221789382412,23.28461
511210208001037,121,37.181579106175,-80.3971246091366,24.34541
511210208001031,121,37.181894826979,-80.4057579290764,17.094870000000004
511210205001440,121,37.2621122137865,-80.3406065358105,30.06013
511210208001040,121,37.1822746675013,-80.3715429273643,19.436130000000002
51121020300650,121,37.232536575981,-80.4240368070687,33.54025
511210208001041,121,37.1810563525494,-80.3699782562046,28.797879999999996
511210205001441,121,37.2625421055139,-80.3401473768147,18.99743
51121020300655,121,37.2333846340762,-80.4218939989185,28.689120000000003
511210208001036,121,37.1811440960527,-80.3968136323073,29.506
511210208001042,121,37.1816909153932,-80.4050925631869,16.84244
511210208001006,121,37.1776206203037,-80.4030417631227,12.89473
511210208001005,121,37.1770055840964,-80.4030258557472,16.95168
511210208001010,121,37.1792652645825,-80.3778224119908,15.034970000000001
511210205001451,121,37.268876879105,-80.3438168415559,26.54925
51121020300639,121,37.2344094263248,-80.4204979182558,32.54097
51121020300642,121,37.2328208641609,-80.4206100105115,19.066200000000002
51121020300640,121,37.2327732946115,-80.4203176366703,13.46997
511210208001011,121,37.1792268183774,-80.3784303885419,8.69633
51121020300647,121,37.2333019118498,-80.4465128480071,11.7515
51121020300643,121,37.23305427223,-80.4214102356515,14.664190000000001
51121020300644,121,37.2331751950848,-80.4220771388523,9.187119999999998
511210205001448,121,37.2667215062304,-80.3430931700332,19.3431
511210208001008,121,37.1791638147639,-80.3776633844643,16.02476
51121020300636,121,37.2318499246504,-80.4216431903564,28.25531
511210205001450,121,37.2681774508336,-80.3433110260323,14.77663
511210208001007,121,37.1771093701952,-80.4029581892216,13.05118
51121020300638,121,37.234002714112,-80.4205776174353,15.156439999999998
511210205001452,121,37.2658016768147,-80.3698269243943,40.51161
511210208001004,121,37.1780384542603,-80.4033382964603,12.84707
51121020300646,121,37.2334427823588,-80.4230655734535,11.09648
511210205001436,121,37.2726682219426,-80.3867861218375,30.067809999999998
511210208001012,121,37.1789755219908,-80.4081513061956,16.15925
511210208001003,121,37.1792833402498,-80.4032807586694,20.138669999999998
511210208001045,121,37.182873346609,-80.4025183304323,22.233040000000003
511210205001447,121,37.2658295344377,-80.3420263505309,27.47509
511210205001454,121,37.2658710925509,-80.3720864431112,21.3021
51121020300645,121,37.2333295246268,-80.4227694314111,25.10307
51121020300641,121,37.2328775574899,-80.4200643283771,17.542180000000002
51121020300648,121,37.2318340634258,-80.4468485595262,36.49676
511210205001455,121,37.2659497963997,-80.370195950023,18.89054
511210208001009,121,37.1789512757058,-80.3767159412863,13.51627
511210205001456,121,37.26566795482,-80.3720846651024,21.59701
511210208001043,121,37.1817870603484,-80.4045236201935,38.72416
511210205001438,121,37.2723371703057,-80.3867220205691,27.31829
511210208001046,121,37.1823882076672,-80.4026194952848,28.22853
511210205001435,121,37.2718556983104,-80.392511585329,26.35955
511210205001453,121,37.2667657273064,-80.3734411299706,31.11895
511210205001449,121,37.2671667122967,-80.3428095879922,25.227790000000002
